shipment_id,ship_date,carrier,origin,destination,expected_delivery,actual_delivery,delay_days,delay_reason,otif,cost_impact_gbp
SHP-1554,29-03-2024,DHL Supply Chain,Hamburg,Doncaster DC,31-03-2024,31-03-2024,0,On Time,1,0
SHP-1555,29-03-2024,DHL Supply Chain,Hamburg,Leeds RDC,03-04-2024,05-04-2024,2.3,Port Congestion,0,522.07
SHP-1556,30-03-2024,XPO Logistics,Hamburg,Doncaster DC,31-03-2024,31-03-2024,0.3,On Time,1,98.87
SHP-1557,30-03-2024,CEVA Logistics,Hamburg,Doncaster DC,02-04-2024,02-04-2024,0,On Time,1,0
SHP-1558,30-03-2024,Kuehne+Nagel,Liverpool,Doncaster DC,02-04-2024,02-04-2024,0,On Time,1,0
SHP-1559,30-03-2024,Wincanton,Rotterdam,Birmingham NDC,03-04-2024,04-04-2024,1.4,Vehicle Breakdown,0,269.01
SHP-1560,31-03-2024,DHL Supply Chain,Southampton,Doncaster DC,03-04-2024,03-04-2024,0.6,Weather Disruption,1,196.85
SHP-1561,31-03-2024,DHL Supply Chain,Hamburg,Doncaster DC,04-04-2024,04-04-2024,0.1,On Time,1,31.39
SHP-1562,31-03-2024,Wincanton,Hamburg,Doncaster DC,01-04-2024,02-04-2024,1.2,Carrier Delay,0,196.86
SHP-1563,01-04-2024,DHL Supply Chain,Hamburg,Manchester DC,04-04-2024,04-04-2024,0,On Time,1,0
SHP-1564,01-04-2024,Wincanton,Felixstowe,Leeds RDC,06-04-2024,07-04-2024,1.7,Weather Disruption,0,540.86
SHP-1565,01-04-2024,Kuehne+Nagel,Rotterdam,Doncaster DC,05-04-2024,06-04-2024,1,Documentation Error,1,427.58
SHP-1566,01-04-2024,XPO Logistics,Southampton,Doncaster DC,04-04-2024,04-04-2024,0,On Time,1,0
SHP-1567,01-04-2024,CEVA Logistics,Hamburg,Manchester DC,05-04-2024,06-04-2024,1.4,Documentation Error,0,541.52
SHP-1568,01-04-2024,CEVA Logistics,Rotterdam,Manchester DC,03-04-2024,03-04-2024,0,On Time,1,0
SHP-1569,01-04-2024,XPO Logistics,Southampton,Manchester DC,04-04-2024,04-04-2024,0,On Time,1,0
SHP-1570,01-04-2024,DHL Supply Chain,Southampton,Birmingham NDC,05-04-2024,05-04-2024,0,On Time,1,0
SHP-1571,01-04-2024,Kuehne+Nagel,Liverpool,Doncaster DC,03-04-2024,03-04-2024,0,On Time,1,0
SHP-1572,01-04-2024,Kuehne+Nagel,Rotterdam,Leeds RDC,02-04-2024,05-04-2024,3.2,Vehicle Breakdown,0,1166.96
SHP-1573,02-04-2024,CEVA Logistics,Rotterdam,Leeds RDC,06-04-2024,07-04-2024,1.7,Port Congestion,0,734.88
SHP-1574,02-04-2024,DHL Supply Chain,Felixstowe,Manchester DC,04-04-2024,04-04-2024,0,On Time,1,0
SHP-1575,02-04-2024,DHL Supply Chain,Hamburg,Manchester DC,05-04-2024,05-04-2024,0,On Time,1,0
SHP-1576,02-04-2024,XPO Logistics,Felixstowe,Leeds RDC,07-04-2024,10-04-2024,3.9,Vehicle Breakdown,0,1760.81
SHP-1577,02-04-2024,CEVA Logistics,Liverpool,Birmingham NDC,03-04-2024,04-04-2024,1.6,Documentation Error,0,649.22
SHP-1578,02-04-2024,Kuehne+Nagel,Liverpool,Manchester DC,03-04-2024,03-04-2024,0.2,On Time,1,79.27
SHP-1579,02-04-2024,Kuehne+Nagel,Liverpool,Doncaster DC,05-04-2024,08-04-2024,3,Vehicle Breakdown,0,427.65
SHP-1580,03-04-2024,Kuehne+Nagel,Hamburg,Manchester DC,07-04-2024,07-04-2024,0,On Time,1,0
SHP-1581,03-04-2024,Wincanton,Rotterdam,Doncaster DC,07-04-2024,07-04-2024,0,On Time,1,0
SHP-1582,03-04-2024,CEVA Logistics,Rotterdam,Leeds RDC,04-04-2024,07-04-2024,3.1,Documentation Error,0,917.56
SHP-1583,03-04-2024,XPO Logistics,Hamburg,Doncaster DC,04-04-2024,04-04-2024,0,On Time,1,0
SHP-1584,03-04-2024,DHL Supply Chain,Rotterdam,Manchester DC,04-04-2024,04-04-2024,0,On Time,1,0
SHP-1585,03-04-2024,Kuehne+Nagel,Felixstowe,Doncaster DC,04-04-2024,04-04-2024,0,On Time,1,0
SHP-1586,04-04-2024,DHL Supply Chain,Southampton,Leeds RDC,09-04-2024,09-04-2024,0,On Time,1,0
SHP-1587,04-04-2024,CEVA Logistics,Felixstowe,Doncaster DC,06-04-2024,07-04-2024,1,Carrier Delay,1,200.59
SHP-1588,04-04-2024,DHL Supply Chain,Rotterdam,Manchester DC,09-04-2024,09-04-2024,0.2,On Time,1,50.29
SHP-1589,04-04-2024,Wincanton,Hamburg,Leeds RDC,06-04-2024,06-04-2024,0.8,Customs Hold,1,142.57
SHP-1590,04-04-2024,Kuehne+Nagel,Rotterdam,Doncaster DC,08-04-2024,11-04-2024,3.4,Documentation Error,0,539.66
SHP-1591,04-04-2024,DHL Supply Chain,Liverpool,Manchester DC,09-04-2024,12-04-2024,3.5,Vehicle Breakdown,0,825.33
SHP-1592,04-04-2024,XPO Logistics,Southampton,Doncaster DC,06-04-2024,14-04-2024,8.3,Vehicle Breakdown,0,1891.31
SHP-1593,04-04-2024,Kuehne+Nagel,Southampton,Birmingham NDC,08-04-2024,09-04-2024,1.6,Vehicle Breakdown,0,204.09
SHP-1594,04-04-2024,Kuehne+Nagel,Hamburg,Leeds RDC,05-04-2024,05-04-2024,0,On Time,1,0
SHP-1595,05-04-2024,CEVA Logistics,Southampton,Birmingham NDC,07-04-2024,07-04-2024,0.3,On Time,1,50.47
SHP-1596,05-04-2024,DHL Supply Chain,Southampton,Doncaster DC,07-04-2024,07-04-2024,0.5,On Time,1,196.39
SHP-1597,05-04-2024,XPO Logistics,Southampton,Doncaster DC,07-04-2024,09-04-2024,2.3,Driver Shortage,0,945.79
SHP-1598,05-04-2024,DHL Supply Chain,Hamburg,Doncaster DC,08-04-2024,08-04-2024,0.2,On Time,1,50.52
SHP-1599,06-04-2024,Wincanton,Southampton,Manchester DC,10-04-2024,11-04-2024,1.1,Port Congestion,0,216.51
SHP-1600,06-04-2024,CEVA Logistics,Rotterdam,Birmingham NDC,09-04-2024,09-04-2024,0.1,On Time,1,23.28
SHP-1601,06-04-2024,DHL Supply Chain,Liverpool,Leeds RDC,09-04-2024,09-04-2024,0.7,Carrier Delay,1,107.79
SHP-1602,07-04-2024,DHL Supply Chain,Liverpool,Birmingham NDC,09-04-2024,09-04-2024,0,On Time,1,0
SHP-1603,07-04-2024,XPO Logistics,Southampton,Birmingham NDC,09-04-2024,13-04-2024,4.4,Customs Hold,0,1440.96
SHP-1604,07-04-2024,XPO Logistics,Felixstowe,Doncaster DC,09-04-2024,14-04-2024,5.5,Customs Hold,0,2007.73
SHP-1605,07-04-2024,Kuehne+Nagel,Felixstowe,Manchester DC,08-04-2024,08-04-2024,0,On Time,1,0
SHP-1606,08-04-2024,Kuehne+Nagel,Southampton,Manchester DC,11-04-2024,12-04-2024,1.6,Carrier Delay,0,312.47
SHP-1607,08-04-2024,Wincanton,Felixstowe,Leeds RDC,10-04-2024,11-04-2024,1.5,Documentation Error,0,608.75
SHP-1608,08-04-2024,DHL Supply Chain,Rotterdam,Birmingham NDC,10-04-2024,10-04-2024,0.9,Customs Hold,1,228.55
SHP-1609,08-04-2024,CEVA Logistics,Liverpool,Manchester DC,11-04-2024,11-04-2024,0.5,On Time,1,209.82
SHP-1610,08-04-2024,CEVA Logistics,Rotterdam,Manchester DC,11-04-2024,11-04-2024,0,On Time,1,0
SHP-1611,08-04-2024,Kuehne+Nagel,Felixstowe,Leeds RDC,13-04-2024,14-04-2024,1.7,Weather Disruption,0,260
SHP-1612,08-04-2024,Wincanton,Southampton,Birmingham NDC,10-04-2024,11-04-2024,1.4,Port Congestion,0,465.15
SHP-1613,08-04-2024,DHL Supply Chain,Southampton,Manchester DC,13-04-2024,13-04-2024,0,On Time,1,0
SHP-1614,08-04-2024,Kuehne+Nagel,Liverpool,Manchester DC,11-04-2024,11-04-2024,0,On Time,1,0
SHP-1615,08-04-2024,Wincanton,Liverpool,Birmingham NDC,13-04-2024,15-04-2024,2.1,Weather Disruption,0,534.02
SHP-1616,08-04-2024,Kuehne+Nagel,Southampton,Doncaster DC,11-04-2024,13-04-2024,2.6,Documentation Error,0,1005.71
SHP-1617,09-04-2024,CEVA Logistics,Felixstowe,Leeds RDC,13-04-2024,13-04-2024,0.1,On Time,1,37.78
SHP-1618,09-04-2024,Wincanton,Felixstowe,Birmingham NDC,11-04-2024,11-04-2024,0,On Time,1,0
SHP-1619,09-04-2024,DHL Supply Chain,Hamburg,Birmingham NDC,12-04-2024,13-04-2024,1.8,Documentation Error,0,455.38
SHP-1620,09-04-2024,Wincanton,Liverpool,Leeds RDC,12-04-2024,13-04-2024,1.8,Customs Hold,0,402.07
SHP-1621,09-04-2024,DHL Supply Chain,Rotterdam,Birmingham NDC,11-04-2024,11-04-2024,0,On Time,1,0
SHP-1622,09-04-2024,Wincanton,Southampton,Leeds RDC,11-04-2024,14-04-2024,3.3,Customs Hold,0,1536
SHP-1623,10-04-2024,Kuehne+Nagel,Rotterdam,Manchester DC,12-04-2024,13-04-2024,1.7,Port Congestion,0,357.4
SHP-1624,10-04-2024,CEVA Logistics,Southampton,Doncaster DC,15-04-2024,15-04-2024,0,On Time,1,0
SHP-1625,10-04-2024,DHL Supply Chain,Rotterdam,Birmingham NDC,15-04-2024,16-04-2024,1.2,Carrier Delay,0,494
SHP-1626,10-04-2024,DHL Supply Chain,Felixstowe,Manchester DC,15-04-2024,15-04-2024,0,On Time,1,0
SHP-1627,10-04-2024,DHL Supply Chain,Rotterdam,Leeds RDC,13-04-2024,14-04-2024,1.9,Vehicle Breakdown,0,707.34
SHP-1628,10-04-2024,CEVA Logistics,Hamburg,Leeds RDC,14-04-2024,19-04-2024,5.1,Driver Shortage,0,1456.98
SHP-1629,10-04-2024,DHL Supply Chain,Southampton,Leeds RDC,14-04-2024,16-04-2024,2.4,Customs Hold,0,376.76
SHP-1630,10-04-2024,XPO Logistics,Felixstowe,Leeds RDC,15-04-2024,16-04-2024,1.1,Customs Hold,0,180.2
SHP-1631,10-04-2024,CEVA Logistics,Hamburg,Doncaster DC,13-04-2024,15-04-2024,2.5,Documentation Error,0,993.1
SHP-1632,10-04-2024,Kuehne+Nagel,Liverpool,Manchester DC,12-04-2024,12-04-2024,0.1,On Time,1,18.06
SHP-1633,10-04-2024,DHL Supply Chain,Rotterdam,Leeds RDC,11-04-2024,11-04-2024,0.4,On Time,1,143.11
SHP-1634,11-04-2024,Wincanton,Rotterdam,Leeds RDC,15-04-2024,15-04-2024,0,On Time,1,0
SHP-1635,11-04-2024,Kuehne+Nagel,Southampton,Doncaster DC,14-04-2024,15-04-2024,1.2,Port Congestion,0,230.96
SHP-1636,11-04-2024,Wincanton,Felixstowe,Leeds RDC,15-04-2024,15-04-2024,0,On Time,1,0
SHP-1637,11-04-2024,DHL Supply Chain,Southampton,Manchester DC,14-04-2024,15-04-2024,1,Customs Hold,1,306.23
SHP-1638,11-04-2024,Kuehne+Nagel,Hamburg,Doncaster DC,14-04-2024,14-04-2024,0,On Time,1,0
SHP-1639,11-04-2024,Wincanton,Rotterdam,Birmingham NDC,15-04-2024,17-04-2024,2,Port Congestion,0,927.81
SHP-1640,11-04-2024,XPO Logistics,Rotterdam,Doncaster DC,12-04-2024,18-04-2024,6.6,Customs Hold,0,1891.94
SHP-1641,11-04-2024,CEVA Logistics,Rotterdam,Birmingham NDC,14-04-2024,16-04-2024,2.2,Carrier Delay,0,522.4
SHP-1642,11-04-2024,CEVA Logistics,Southampton,Doncaster DC,15-04-2024,15-04-2024,0.1,On Time,1,21.13
SHP-1643,12-04-2024,Kuehne+Nagel,Southampton,Manchester DC,16-04-2024,17-04-2024,1.5,Documentation Error,0,337.68
SHP-1644,12-04-2024,Wincanton,Southampton,Manchester DC,14-04-2024,14-04-2024,0.2,On Time,1,79.55
SHP-1645,12-04-2024,Kuehne+Nagel,Felixstowe,Doncaster DC,17-04-2024,17-04-2024,0,On Time,1,0
SHP-1646,12-04-2024,Kuehne+Nagel,Hamburg,Doncaster DC,14-04-2024,14-04-2024,0.9,Customs Hold,1,136.38
SHP-1647,12-04-2024,DHL Supply Chain,Felixstowe,Doncaster DC,13-04-2024,15-04-2024,2.4,Weather Disruption,0,746.11
SHP-1648,12-04-2024,Wincanton,Felixstowe,Doncaster DC,17-04-2024,17-04-2024,0,On Time,1,0
SHP-1649,12-04-2024,XPO Logistics,Rotterdam,Birmingham NDC,17-04-2024,21-04-2024,4.8,Customs Hold,0,730.84
SHP-1650,12-04-2024,Kuehne+Nagel,Rotterdam,Leeds RDC,17-04-2024,17-04-2024,0,On Time,1,0
SHP-1651,12-04-2024,DHL Supply Chain,Rotterdam,Doncaster DC,16-04-2024,16-04-2024,0,On Time,1,0
SHP-1652,12-04-2024,CEVA Logistics,Felixstowe,Doncaster DC,16-04-2024,16-04-2024,0,On Time,1,0
SHP-1653,13-04-2024,DHL Supply Chain,Southampton,Leeds RDC,16-04-2024,16-04-2024,0,On Time,1,0
SHP-1654,13-04-2024,XPO Logistics,Rotterdam,Leeds RDC,15-04-2024,15-04-2024,0,On Time,1,0
SHP-1655,14-04-2024,XPO Logistics,Rotterdam,Birmingham NDC,19-04-2024,19-04-2024,0.3,On Time,1,136.53
SHP-1656,15-04-2024,CEVA Logistics,Rotterdam,Manchester DC,17-04-2024,17-04-2024,0.2,On Time,1,30.19
SHP-1657,15-04-2024,CEVA Logistics,Rotterdam,Doncaster DC,17-04-2024,17-04-2024,0,On Time,1,0
SHP-1658,15-04-2024,CEVA Logistics,Southampton,Birmingham NDC,20-04-2024,20-04-2024,0,On Time,1,0
SHP-1659,15-04-2024,CEVA Logistics,Hamburg,Doncaster DC,16-04-2024,16-04-2024,0,On Time,1,0
SHP-1660,16-04-2024,CEVA Logistics,Liverpool,Doncaster DC,17-04-2024,18-04-2024,1.8,Carrier Delay,0,747.16
SHP-1661,16-04-2024,DHL Supply Chain,Hamburg,Manchester DC,18-04-2024,18-04-2024,0,On Time,1,0
SHP-1662,16-04-2024,Kuehne+Nagel,Hamburg,Birmingham NDC,20-04-2024,20-04-2024,0.9,Vehicle Breakdown,1,390.93
SHP-1663,16-04-2024,DHL Supply Chain,Hamburg,Leeds RDC,19-04-2024,19-04-2024,0,On Time,1,0
SHP-1664,17-04-2024,CEVA Logistics,Hamburg,Doncaster DC,19-04-2024,20-04-2024,1.5,Carrier Delay,0,628.44
SHP-1665,17-04-2024,DHL Supply Chain,Hamburg,Leeds RDC,21-04-2024,25-04-2024,4.3,Carrier Delay,0,695.27
SHP-1666,17-04-2024,CEVA Logistics,Southampton,Leeds RDC,19-04-2024,20-04-2024,1.3,Documentation Error,0,203.29
SHP-1667,17-04-2024,DHL Supply Chain,Liverpool,Doncaster DC,20-04-2024,20-04-2024,0.7,Carrier Delay,1,291.37
SHP-1668,17-04-2024,DHL Supply Chain,Southampton,Birmingham NDC,22-04-2024,23-04-2024,1.5,Customs Hold,0,539.38
SHP-1669,17-04-2024,Kuehne+Nagel,Liverpool,Birmingham NDC,21-04-2024,22-04-2024,1,Weather Disruption,1,402.23
SHP-1670,17-04-2024,DHL Supply Chain,Felixstowe,Leeds RDC,20-04-2024,20-04-2024,0.7,Weather Disruption,1,255.74
SHP-1671,17-04-2024,XPO Logistics,Hamburg,Doncaster DC,21-04-2024,26-04-2024,5.1,Port Congestion,0,858.79
SHP-1672,18-04-2024,CEVA Logistics,Liverpool,Manchester DC,22-04-2024,23-04-2024,1.4,Weather Disruption,0,618.12
SHP-1673,18-04-2024,Wincanton,Felixstowe,Manchester DC,19-04-2024,19-04-2024,0.7,Documentation Error,1,182.9
SHP-1674,18-04-2024,CEVA Logistics,Rotterdam,Birmingham NDC,20-04-2024,21-04-2024,1.6,Documentation Error,0,196.91
SHP-1675,18-04-2024,XPO Logistics,Rotterdam,Doncaster DC,23-04-2024,23-04-2024,0,On Time,1,0
SHP-1676,18-04-2024,Wincanton,Liverpool,Leeds RDC,23-04-2024,23-04-2024,0.1,On Time,1,23.91
SHP-1677,18-04-2024,Kuehne+Nagel,Felixstowe,Leeds RDC,21-04-2024,22-04-2024,1.9,Vehicle Breakdown,0,669.45
SHP-1678,18-04-2024,DHL Supply Chain,Liverpool,Birmingham NDC,22-04-2024,22-04-2024,0.5,On Time,1,92.43
SHP-1679,18-04-2024,Wincanton,Hamburg,Doncaster DC,19-04-2024,20-04-2024,1.9,Customs Hold,0,679.32
SHP-1680,18-04-2024,CEVA Logistics,Rotterdam,Doncaster DC,22-04-2024,22-04-2024,0.7,Documentation Error,1,276.72
SHP-1681,19-04-2024,XPO Logistics,Southampton,Leeds RDC,21-04-2024,24-04-2024,3.3,Customs Hold,0,1566.3
SHP-1682,19-04-2024,XPO Logistics,Liverpool,Manchester DC,22-04-2024,22-04-2024,0,On Time,1,0
SHP-1683,19-04-2024,DHL Supply Chain,Hamburg,Manchester DC,24-04-2024,24-04-2024,0,On Time,1,0
SHP-1684,19-04-2024,CEVA Logistics,Rotterdam,Manchester DC,22-04-2024,24-04-2024,2,Carrier Delay,0,301.06
SHP-1685,19-04-2024,DHL Supply Chain,Hamburg,Birmingham NDC,23-04-2024,23-04-2024,0,On Time,1,0
SHP-1686,19-04-2024,Wincanton,Liverpool,Birmingham NDC,22-04-2024,23-04-2024,1.3,Customs Hold,0,534.71
SHP-1687,19-04-2024,CEVA Logistics,Felixstowe,Doncaster DC,20-04-2024,20-04-2024,0.7,Weather Disruption,1,243.25
SHP-1688,20-04-2024,DHL Supply Chain,Liverpool,Leeds RDC,25-04-2024,25-04-2024,0.7,Customs Hold,1,217.82
SHP-1689,21-04-2024,XPO Logistics,Felixstowe,Birmingham NDC,23-04-2024,23-04-2024,0,On Time,1,0
SHP-1690,22-04-2024,CEVA Logistics,Southampton,Birmingham NDC,24-04-2024,24-04-2024,0.1,On Time,1,27.75
SHP-1691,22-04-2024,Kuehne+Nagel,Southampton,Birmingham NDC,24-04-2024,24-04-2024,0,On Time,1,0
SHP-1692,22-04-2024,DHL Supply Chain,Hamburg,Leeds RDC,27-04-2024,27-04-2024,0,On Time,1,0
SHP-1693,22-04-2024,Wincanton,Southampton,Doncaster DC,24-04-2024,25-04-2024,1,Driver Shortage,1,351.2
SHP-1694,22-04-2024,XPO Logistics,Rotterdam,Doncaster DC,27-04-2024,30-04-2024,3.7,Vehicle Breakdown,0,994.22
SHP-1695,22-04-2024,CEVA Logistics,Hamburg,Doncaster DC,24-04-2024,25-04-2024,1.1,Customs Hold,0,391.42
SHP-1696,22-04-2024,XPO Logistics,Rotterdam,Doncaster DC,27-04-2024,29-04-2024,2.2,Weather Disruption,0,896.23
SHP-1697,23-04-2024,Wincanton,Felixstowe,Doncaster DC,25-04-2024,26-04-2024,1.1,Documentation Error,0,373.57
SHP-1698,23-04-2024,Wincanton,Hamburg,Doncaster DC,28-04-2024,30-04-2024,2,Vehicle Breakdown,0,270.51
SHP-1699,23-04-2024,DHL Supply Chain,Liverpool,Doncaster DC,25-04-2024,25-04-2024,0.1,On Time,1,18.88
SHP-1700,23-04-2024,DHL Supply Chain,Hamburg,Doncaster DC,26-04-2024,26-04-2024,0,On Time,1,0
SHP-1701,23-04-2024,CEVA Logistics,Rotterdam,Doncaster DC,25-04-2024,25-04-2024,0,On Time,1,0
SHP-1702,23-04-2024,DHL Supply Chain,Liverpool,Birmingham NDC,24-04-2024,24-04-2024,0.9,Documentation Error,1,395.83
SHP-1703,24-04-2024,XPO Logistics,Rotterdam,Leeds RDC,27-04-2024,27-04-2024,0,On Time,1,0
SHP-1704,24-04-2024,Kuehne+Nagel,Felixstowe,Doncaster DC,26-04-2024,26-04-2024,0.5,On Time,1,138.37
SHP-1705,24-04-2024,Kuehne+Nagel,Rotterdam,Doncaster DC,25-04-2024,26-04-2024,1.4,Driver Shortage,0,188.81
SHP-1706,24-04-2024,CEVA Logistics,Rotterdam,Doncaster DC,27-04-2024,27-04-2024,0,On Time,1,0
SHP-1707,24-04-2024,XPO Logistics,Southampton,Manchester DC,27-04-2024,27-04-2024,0,On Time,1,0
SHP-1708,24-04-2024,Wincanton,Felixstowe,Birmingham NDC,26-04-2024,26-04-2024,0,On Time,1,0
SHP-1709,24-04-2024,DHL Supply Chain,Rotterdam,Leeds RDC,27-04-2024,27-04-2024,0.2,On Time,1,50.81
SHP-1710,24-04-2024,Wincanton,Southampton,Doncaster DC,27-04-2024,27-04-2024,0,On Time,1,0
SHP-1711,24-04-2024,XPO Logistics,Felixstowe,Doncaster DC,27-04-2024,27-04-2024,0,On Time,1,0
SHP-1712,25-04-2024,Wincanton,Rotterdam,Leeds RDC,29-04-2024,29-04-2024,0,On Time,1,0
SHP-1713,25-04-2024,DHL Supply Chain,Southampton,Manchester DC,26-04-2024,26-04-2024,0.8,Carrier Delay,1,257.63
SHP-1714,25-04-2024,DHL Supply Chain,Liverpool,Leeds RDC,26-04-2024,26-04-2024,0,On Time,1,0
SHP-1715,25-04-2024,XPO Logistics,Liverpool,Manchester DC,30-04-2024,03-05-2024,3.8,Port Congestion,0,1065.94
SHP-1716,25-04-2024,Wincanton,Hamburg,Birmingham NDC,27-04-2024,28-04-2024,1.8,Customs Hold,0,361.56
SHP-1717,25-04-2024,DHL Supply Chain,Hamburg,Birmingham NDC,27-04-2024,29-04-2024,2.2,Customs Hold,0,984.05
SHP-1718,26-04-2024,Wincanton,Southampton,Manchester DC,30-04-2024,01-05-2024,1.5,Weather Disruption,0,285.61
SHP-1719,26-04-2024,Kuehne+Nagel,Southampton,Leeds RDC,28-04-2024,30-04-2024,2.9,Documentation Error,0,1130.5
SHP-1720,26-04-2024,CEVA Logistics,Liverpool,Leeds RDC,29-04-2024,29-04-2024,0.8,Weather Disruption,1,190.85
SHP-1721,26-04-2024,XPO Logistics,Hamburg,Birmingham NDC,27-04-2024,27-04-2024,0,On Time,1,0
SHP-1722,26-04-2024,Wincanton,Felixstowe,Leeds RDC,28-04-2024,28-04-2024,0.3,On Time,1,60.81
SHP-1723,26-04-2024,CEVA Logistics,Felixstowe,Manchester DC,29-04-2024,02-05-2024,3,Port Congestion,0,774.91
SHP-1724,26-04-2024,XPO Logistics,Hamburg,Doncaster DC,01-05-2024,02-05-2024,1.7,Carrier Delay,0,753.46
SHP-1725,26-04-2024,CEVA Logistics,Liverpool,Doncaster DC,27-04-2024,27-04-2024,0.4,On Time,1,161.51
SHP-1726,27-04-2024,Kuehne+Nagel,Hamburg,Doncaster DC,01-05-2024,02-05-2024,1.9,Carrier Delay,0,795.3
SHP-1727,27-04-2024,CEVA Logistics,Southampton,Leeds RDC,02-05-2024,03-05-2024,1.1,Customs Hold,0,390.68
SHP-1728,28-04-2024,DHL Supply Chain,Rotterdam,Leeds RDC,02-05-2024,02-05-2024,0,On Time,1,0
SHP-1729,28-04-2024,XPO Logistics,Rotterdam,Manchester DC,01-05-2024,02-05-2024,1.5,Port Congestion,0,616.05
SHP-1730,28-04-2024,Wincanton,Liverpool,Doncaster DC,29-04-2024,29-04-2024,0.1,On Time,1,37.13
SHP-1731,29-04-2024,Kuehne+Nagel,Liverpool,Doncaster DC,04-05-2024,04-05-2024,0.1,On Time,1,43.3
SHP-1732,29-04-2024,DHL Supply Chain,Southampton,Birmingham NDC,04-05-2024,05-05-2024,1.1,Driver Shortage,0,502.85
SHP-1733,29-04-2024,Wincanton,Hamburg,Doncaster DC,04-05-2024,04-05-2024,0.5,On Time,1,226.08
SHP-1734,29-04-2024,DHL Supply Chain,Hamburg,Doncaster DC,04-05-2024,05-05-2024,1.2,Carrier Delay,0,301.26
SHP-1735,29-04-2024,CEVA Logistics,Liverpool,Birmingham NDC,04-05-2024,04-05-2024,0.3,On Time,1,109.77
SHP-1736,29-04-2024,CEVA Logistics,Southampton,Doncaster DC,03-05-2024,04-05-2024,1.1,Weather Disruption,0,382.94
SHP-1737,29-04-2024,XPO Logistics,Hamburg,Doncaster DC,01-05-2024,07-05-2024,6.5,Vehicle Breakdown,0,1940.49
SHP-1738,29-04-2024,Kuehne+Nagel,Rotterdam,Doncaster DC,03-05-2024,03-05-2024,0,On Time,1,0
SHP-1739,30-04-2024,XPO Logistics,Southampton,Birmingham NDC,05-05-2024,05-05-2024,0.4,On Time,1,103.95
SHP-1740,30-04-2024,XPO Logistics,Southampton,Leeds RDC,05-05-2024,05-05-2024,0,On Time,1,0
SHP-1741,30-04-2024,Kuehne+Nagel,Liverpool,Manchester DC,04-05-2024,04-05-2024,0.3,On Time,1,133.96
SHP-1742,30-04-2024,Wincanton,Hamburg,Doncaster DC,01-05-2024,01-05-2024,0,On Time,1,0
SHP-1743,30-04-2024,CEVA Logistics,Liverpool,Birmingham NDC,05-05-2024,05-05-2024,0,On Time,1,0
SHP-1744,30-04-2024,DHL Supply Chain,Hamburg,Manchester DC,01-05-2024,02-05-2024,1.2,Vehicle Breakdown,0,260.2
SHP-1745,30-04-2024,Wincanton,Felixstowe,Doncaster DC,03-05-2024,03-05-2024,0,On Time,1,0
SHP-1746,30-04-2024,DHL Supply Chain,Felixstowe,Manchester DC,01-05-2024,01-05-2024,0,On Time,1,0
SHP-1747,30-04-2024,CEVA Logistics,Felixstowe,Doncaster DC,04-05-2024,04-05-2024,0.8,Customs Hold,1,364.89
SHP-1748,30-04-2024,CEVA Logistics,Liverpool,Manchester DC,01-05-2024,03-05-2024,2,Driver Shortage,0,594.3
SHP-1749,30-04-2024,XPO Logistics,Southampton,Doncaster DC,05-05-2024,08-05-2024,3.3,Port Congestion,0,484.27
SHP-1750,01-05-2024,Wincanton,Southampton,Manchester DC,06-05-2024,08-05-2024,2.2,Port Congestion,0,711.69
SHP-1751,01-05-2024,Wincanton,Felixstowe,Doncaster DC,05-05-2024,05-05-2024,0,On Time,1,0
SHP-1752,01-05-2024,Kuehne+Nagel,Rotterdam,Birmingham NDC,02-05-2024,03-05-2024,1.9,Documentation Error,0,337.41
SHP-1753,01-05-2024,CEVA Logistics,Southampton,Leeds RDC,06-05-2024,06-05-2024,0,On Time,1,0
SHP-1754,01-05-2024,Kuehne+Nagel,Felixstowe,Leeds RDC,02-05-2024,03-05-2024,1.4,Port Congestion,0,278.83
SHP-1755,01-05-2024,DHL Supply Chain,Liverpool,Birmingham NDC,02-05-2024,02-05-2024,0,On Time,1,0
SHP-1756,01-05-2024,Kuehne+Nagel,Felixstowe,Leeds RDC,03-05-2024,03-05-2024,0.6,Vehicle Breakdown,1,238.97
SHP-1757,01-05-2024,XPO Logistics,Felixstowe,Manchester DC,05-05-2024,05-05-2024,0,On Time,1,0
SHP-1758,01-05-2024,Wincanton,Felixstowe,Birmingham NDC,02-05-2024,02-05-2024,0.8,Customs Hold,1,359.49
SHP-1759,01-05-2024,DHL Supply Chain,Hamburg,Birmingham NDC,05-05-2024,05-05-2024,0.9,Carrier Delay,1,135.25
SHP-1760,02-05-2024,Kuehne+Nagel,Southampton,Birmingham NDC,07-05-2024,07-05-2024,0.4,On Time,1,82.15
SHP-1761,02-05-2024,DHL Supply Chain,Liverpool,Leeds RDC,05-05-2024,05-05-2024,0,On Time,1,0
SHP-1762,02-05-2024,CEVA Logistics,Rotterdam,Doncaster DC,06-05-2024,06-05-2024,0,On Time,1,0
SHP-1763,02-05-2024,Kuehne+Nagel,Felixstowe,Leeds RDC,04-05-2024,06-05-2024,2.9,Port Congestion,0,1206.81
SHP-1764,03-05-2024,Kuehne+Nagel,Rotterdam,Birmingham NDC,04-05-2024,05-05-2024,1.3,Weather Disruption,0,385.18
SHP-1765,03-05-2024,Kuehne+Nagel,Southampton,Manchester DC,08-05-2024,08-05-2024,0.3,On Time,1,110.38
