date,warehouse_id,shift,inbound_units,outbound_units,headcount,labour_hours,cost_per_unit_gbp,total_cost_gbp,throughput_rate
14-02-2024,WH-LEE-01,Twilight,654,595,20,112.7,2.3,1368.5,5.28
15-02-2024,WH-DON-01,Day,896,931,43,327.4,2.956,2752.04,2.84
15-02-2024,WH-DON-01,Night,899,888,22,173.8,3.189,2831.83,5.11
15-02-2024,WH-DON-01,Twilight,902,806,15,88.4,2.531,2039.99,9.12
15-02-2024,WH-DON-02,Day,633,611,36,275.6,3.069,1875.16,2.22
15-02-2024,WH-DON-02,Night,559,525,19,141.4,2.879,1511.47,3.71
15-02-2024,WH-DON-02,Twilight,627,649,19,108.3,3.105,2015.14,5.99
15-02-2024,WH-LEE-01,Day,721,738,29,220.8,2.404,1774.15,3.34
15-02-2024,WH-LEE-01,Night,605,575,24,184,2.792,1605.4,3.12
15-02-2024,WH-LEE-01,Twilight,609,512,15,88.7,2.85,1459.2,5.77
16-02-2024,WH-DON-01,Day,969,1006,23,180.6,2.378,2392.27,5.57
16-02-2024,WH-DON-01,Night,897,875,16,122.1,2.982,2609.25,7.17
16-02-2024,WH-DON-01,Twilight,886,842,18,107.4,2.794,2352.55,7.84
16-02-2024,WH-DON-02,Day,625,518,48,355.2,1.883,975.39,1.46
16-02-2024,WH-DON-02,Night,646,622,30,240,2.753,1712.37,2.59
16-02-2024,WH-DON-02,Twilight,578,558,26,153,2.014,1123.81,3.65
16-02-2024,WH-LEE-01,Day,614,585,33,257.9,2.109,1233.77,2.27
16-02-2024,WH-LEE-01,Night,654,765,16,121.9,3.305,2528.33,6.28
16-02-2024,WH-LEE-01,Twilight,634,594,29,165.6,2.647,1572.32,3.59
17-02-2024,WH-DON-01,Day,873,760,32,253.4,3.295,2504.2,3
17-02-2024,WH-DON-01,Night,893,953,15,112,2.338,2228.11,8.51
17-02-2024,WH-DON-02,Day,666,637,46,362.8,2.777,1768.95,1.76
17-02-2024,WH-DON-02,Night,645,707,19,144,3.392,2398.14,4.91
17-02-2024,WH-LEE-01,Day,612,586,40,309.4,2.598,1522.43,1.89
17-02-2024,WH-LEE-01,Night,622,643,27,215.4,2.83,1819.69,2.99
19-02-2024,WH-DON-01,Day,893,878,38,297.3,3.274,2874.57,2.95
19-02-2024,WH-DON-01,Night,885,827,29,221.9,3.076,2543.85,3.73
19-02-2024,WH-DON-01,Twilight,960,902,30,169.8,3.32,2994.64,5.31
19-02-2024,WH-DON-02,Day,668,604,42,325.2,2.124,1282.9,1.86
19-02-2024,WH-DON-02,Night,582,533,25,190.5,2.616,1394.33,2.8
19-02-2024,WH-DON-02,Twilight,620,621,15,87,1.877,1165.62,7.14
19-02-2024,WH-LEE-01,Day,678,598,35,257.7,1.929,1153.54,2.32
19-02-2024,WH-LEE-01,Night,621,552,25,196.4,2.511,1386.07,2.81
19-02-2024,WH-LEE-01,Twilight,704,754,17,94.8,2.693,2030.52,7.95
20-02-2024,WH-DON-01,Day,871,778,37,279.2,2.756,2144.17,2.79
20-02-2024,WH-DON-01,Night,900,830,19,148.9,3.388,2812.04,5.57
20-02-2024,WH-DON-01,Twilight,955,896,15,86,3.398,3044.61,10.42
20-02-2024,WH-DON-02,Day,732,719,24,184.2,1.895,1362.51,3.9
20-02-2024,WH-DON-02,Night,657,586,24,178.7,3.339,1956.65,3.28
20-02-2024,WH-DON-02,Twilight,635,614,22,122.5,3.374,2071.64,5.01
20-02-2024,WH-LEE-01,Day,714,697,43,317.5,2.335,1627.49,2.2
20-02-2024,WH-LEE-01,Night,690,705,17,134,2.352,1658.16,5.26
20-02-2024,WH-LEE-01,Twilight,638,538,27,150.3,1.998,1074.92,3.58
21-02-2024,WH-DON-01,Day,880,876,46,352.4,3.183,2788.31,2.49
21-02-2024,WH-DON-01,Night,879,871,26,193.2,2.164,1884.84,4.51
21-02-2024,WH-DON-01,Twilight,1114,1056,16,90.3,2.087,2203.87,11.69
21-02-2024,WH-DON-02,Day,607,640,46,340.6,2.803,1793.92,1.88
21-02-2024,WH-DON-02,Night,756,770,22,168.5,2.403,1850.31,4.57
21-02-2024,WH-DON-02,Twilight,550,539,22,122.1,1.969,1061.29,4.41
21-02-2024,WH-LEE-01,Day,691,711,29,218.4,2.289,1627.48,3.26
21-02-2024,WH-LEE-01,Night,781,718,27,212.1,2.682,1925.68,3.39
21-02-2024,WH-LEE-01,Twilight,678,572,14,78.1,3.359,1921.35,7.32
22-02-2024,WH-DON-01,Day,943,859,48,361.1,2.183,1875.2,2.38
22-02-2024,WH-DON-01,Night,876,907,29,227.1,1.851,1678.86,3.99
22-02-2024,WH-DON-01,Twilight,925,894,26,145.4,2.867,2563.1,6.15
22-02-2024,WH-DON-02,Day,609,485,34,262.1,2.171,1052.93,1.85
22-02-2024,WH-DON-02,Night,751,745,17,135,2.878,2144.11,5.52
22-02-2024,WH-DON-02,Twilight,722,644,22,131.3,2.075,1336.3,4.9
22-02-2024,WH-LEE-01,Day,519,475,31,239.9,1.859,883.02,1.98
22-02-2024,WH-LEE-01,Night,570,608,19,140.9,2.129,1294.43,4.32
22-02-2024,WH-LEE-01,Twilight,579,531,18,103.1,2.904,1542.02,5.15
23-02-2024,WH-DON-01,Day,858,859,39,289.1,2.911,2500.55,2.97
23-02-2024,WH-DON-01,Night,953,869,15,110.6,2.133,1853.58,7.86
23-02-2024,WH-DON-01,Twilight,895,863,26,143.8,2.38,2053.94,6
23-02-2024,WH-DON-02,Day,649,559,29,223,3.12,1744.08,2.51
23-02-2024,WH-DON-02,Night,638,535,18,140.7,2.284,1221.94,3.8
23-02-2024,WH-DON-02,Twilight,597,643,16,92.7,2.253,1448.68,6.94
23-02-2024,WH-LEE-01,Day,618,652,29,222.3,2.351,1532.85,2.93
23-02-2024,WH-LEE-01,Night,710,769,19,141.2,3.159,2429.27,5.45
23-02-2024,WH-LEE-01,Twilight,687,589,16,89,3.239,1907.77,6.62
24-02-2024,WH-DON-01,Day,761,699,42,315,2.274,1589.53,2.22
24-02-2024,WH-DON-01,Night,897,851,28,223.3,2.953,2513,3.81
24-02-2024,WH-DON-02,Day,566,503,26,207.9,2.068,1040.2,2.42
24-02-2024,WH-DON-02,Night,533,520,28,216.5,3.08,1601.6,2.4
24-02-2024,WH-LEE-01,Day,690,598,25,187.5,2.551,1525.5,3.19
24-02-2024,WH-LEE-01,Night,595,607,18,142.2,3.215,1951.5,4.27
26-02-2024,WH-DON-01,Day,869,820,48,362.8,2.309,1893.38,2.26
26-02-2024,WH-DON-01,Night,1002,987,16,118.6,2.821,2784.33,8.32
26-02-2024,WH-DON-01,Twilight,951,961,19,113.7,2.183,2097.86,8.45
26-02-2024,WH-DON-02,Day,691,706,33,261.3,2.8,1976.8,2.7
26-02-2024,WH-DON-02,Night,634,645,21,163.5,2.552,1646.04,3.94
26-02-2024,WH-DON-02,Twilight,751,749,27,161.3,3.295,2467.95,4.64
26-02-2024,WH-LEE-01,Day,644,636,23,171.3,2.643,1680.95,3.71
26-02-2024,WH-LEE-01,Night,623,581,14,104.9,2.987,1735.45,5.54
26-02-2024,WH-LEE-01,Twilight,560,602,21,125.8,1.973,1187.75,4.79
27-02-2024,WH-DON-01,Day,936,889,40,296.1,2.862,2544.32,3
27-02-2024,WH-DON-01,Night,947,841,19,149.1,2.636,2216.88,5.64
27-02-2024,WH-DON-01,Twilight,699,655,23,132.4,2.453,1606.71,4.95
27-02-2024,WH-DON-02,Day,705,623,39,307.1,2.931,1826.01,2.03
27-02-2024,WH-DON-02,Night,669,651,18,132.5,2.993,1948.44,4.91
27-02-2024,WH-DON-02,Twilight,660,659,16,90.2,3.387,2232.03,7.31
27-02-2024,WH-LEE-01,Day,563,560,47,360.3,3.093,1732.08,1.55
27-02-2024,WH-LEE-01,Night,610,632,22,162.4,2.44,1542.08,3.89
27-02-2024,WH-LEE-01,Twilight,610,602,25,145.1,3.256,1960.11,4.15
28-02-2024,WH-DON-01,Day,819,797,42,334.4,2.297,1830.71,2.38
28-02-2024,WH-DON-01,Night,936,898,19,140.7,3.059,2746.98,6.38
28-02-2024,WH-DON-01,Twilight,960,803,18,102.1,2.527,2029.18,7.86
28-02-2024,WH-DON-02,Day,715,678,25,192,3.367,2282.83,3.53
28-02-2024,WH-DON-02,Night,642,667,27,199.5,3.206,2138.4,3.34
28-02-2024,WH-DON-02,Twilight,678,698,21,124.9,3.038,2120.52,5.59
28-02-2024,WH-LEE-01,Day,625,593,40,317.5,1.985,1177.11,1.87
28-02-2024,WH-LEE-01,Night,636,602,20,158.9,2.612,1572.42,3.79
28-02-2024,WH-LEE-01,Twilight,657,634,20,112.5,2.453,1555.2,5.64
29-02-2024,WH-DON-01,Day,865,796,39,308.5,2.815,2240.74,2.58
29-02-2024,WH-DON-01,Night,973,994,15,119.2,2.036,2023.78,8.34
29-02-2024,WH-DON-01,Twilight,1053,1002,17,101.1,2.387,2391.77,9.91
29-02-2024,WH-DON-02,Day,653,637,34,257.9,2.148,1368.28,2.47
29-02-2024,WH-DON-02,Night,641,606,15,113.6,2.618,1586.51,5.33
29-02-2024,WH-DON-02,Twilight,593,650,15,88.9,2.862,1860.3,7.31
29-02-2024,WH-LEE-01,Day,644,579,45,356.5,2.81,1626.99,1.62
29-02-2024,WH-LEE-01,Night,700,714,19,142.6,2.445,1745.73,5.01
29-02-2024,WH-LEE-01,Twilight,565,631,18,103.3,3.127,1973.14,6.11
01-03-2024,WH-DON-01,Day,932,960,35,279.6,2.446,2348.16,3.43
01-03-2024,WH-DON-01,Night,961,950,30,231.8,2.444,2321.8,4.1
01-03-2024,WH-DON-01,Twilight,958,918,20,114.5,3.072,2820.1,8.02
01-03-2024,WH-DON-02,Day,619,578,36,284.4,3.251,1879.08,2.03
01-03-2024,WH-DON-02,Night,605,547,27,213.6,3.253,1779.39,2.56
01-03-2024,WH-DON-02,Twilight,670,635,18,102,2.144,1361.44,6.23
01-03-2024,WH-LEE-01,Day,677,596,32,239.6,2.578,1536.49,2.49
01-03-2024,WH-LEE-01,Night,713,681,27,214.4,2.117,1441.68,3.18
01-03-2024,WH-LEE-01,Twilight,620,565,19,113.5,3.343,1888.8,4.98
02-03-2024,WH-DON-01,Day,823,790,32,246.3,2.577,2035.83,3.21
02-03-2024,WH-DON-01,Night,804,818,21,156.8,3.067,2508.81,5.22
02-03-2024,WH-DON-02,Day,735,649,29,222.5,2.938,1906.76,2.92
02-03-2024,WH-DON-02,Night,625,640,26,204,2.559,1637.76,3.14
02-03-2024,WH-LEE-01,Day,821,855,42,327.9,1.964,1679.22,2.61
02-03-2024,WH-LEE-01,Night,627,600,27,212.4,3.166,1899.6,2.82
04-03-2024,WH-DON-01,Day,954,1006,37,292.6,2.631,2646.79,3.44
04-03-2024,WH-DON-01,Night,731,742,20,155.9,3.094,2295.75,4.76
04-03-2024,WH-DON-01,Twilight,932,908,16,89.2,2.117,1922.24,10.18
04-03-2024,WH-DON-02,Day,754,703,32,248.1,2.619,1841.16,2.83
04-03-2024,WH-DON-02,Night,597,606,21,165.7,2.978,1804.67,3.66
04-03-2024,WH-DON-02,Twilight,647,637,24,135.1,2.248,1431.98,4.72
04-03-2024,WH-LEE-01,Day,542,581,40,302.7,1.932,1122.49,1.92
04-03-2024,WH-LEE-01,Night,649,662,18,142.7,3.376,2234.91,4.64
04-03-2024,WH-LEE-01,Twilight,601,616,23,133.9,3.107,1913.91,4.6
05-03-2024,WH-DON-01,Day,1005,889,36,268.4,2.763,2456.31,3.31
05-03-2024,WH-DON-01,Night,912,918,22,166.8,2.825,2593.35,5.5
05-03-2024,WH-DON-01,Twilight,956,902,23,130.1,3.092,2788.98,6.93
05-03-2024,WH-DON-02,Day,618,574,32,241.1,2.652,1522.25,2.38
05-03-2024,WH-DON-02,Night,638,606,14,110.6,2.056,1245.94,5.48
05-03-2024,WH-DON-02,Twilight,575,525,27,157.7,3.333,1749.83,3.33
05-03-2024,WH-LEE-01,Day,709,676,26,201.5,2.057,1390.53,3.35
05-03-2024,WH-LEE-01,Night,542,517,21,158.5,3.112,1608.9,3.26
05-03-2024,WH-LEE-01,Twilight,675,785,25,145.3,2.893,2271,5.4
06-03-2024,WH-DON-01,Day,815,831,38,285.9,2.597,2158.11,2.91
06-03-2024,WH-DON-01,Night,880,827,26,206,1.908,1577.92,4.01
06-03-2024,WH-DON-01,Twilight,944,899,21,118.5,3.161,2841.74,7.59
06-03-2024,WH-DON-02,Day,598,563,48,369.9,1.986,1118.12,1.52
06-03-2024,WH-DON-02,Night,727,642,19,145.4,2.118,1359.76,4.42
06-03-2024,WH-DON-02,Twilight,625,655,29,162.7,2.348,1537.94,4.03
06-03-2024,WH-LEE-01,Day,614,610,39,302.1,2.043,1246.23,2.02
06-03-2024,WH-LEE-01,Night,725,767,25,192.4,2.043,1566.98,3.99
06-03-2024,WH-LEE-01,Twilight,716,705,29,163.8,1.885,1328.92,4.3
07-03-2024,WH-DON-01,Day,944,842,44,347.3,3.355,2824.91,2.42
07-03-2024,WH-DON-01,Night,899,778,14,109.9,1.876,1459.53,7.08
07-03-2024,WH-DON-01,Twilight,980,880,25,149.7,2.731,2403.28,5.88
07-03-2024,WH-DON-02,Day,613,587,33,256.5,3.318,1947.67,2.29
07-03-2024,WH-DON-02,Night,652,564,17,133.7,2.17,1223.88,4.22
07-03-2024,WH-DON-02,Twilight,613,577,29,161.9,3.057,1763.89,3.56
07-03-2024,WH-LEE-01,Day,639,667,43,328.6,2.506,1671.5,2.03
07-03-2024,WH-LEE-01,Night,575,558,28,209.1,2.08,1160.64,2.67
07-03-2024,WH-LEE-01,Twilight,710,662,14,81.5,3.104,2054.85,8.12
08-03-2024,WH-DON-01,Day,918,883,32,237.5,2.383,2104.19,3.72
08-03-2024,WH-DON-01,Night,876,876,23,176.4,3.225,2825.1,4.97
08-03-2024,WH-DON-01,Twilight,903,955,22,122.4,2.858,2729.39,7.8
08-03-2024,WH-DON-02,Day,693,608,39,309.3,2.129,1294.43,1.97
08-03-2024,WH-DON-02,Night,584,582,21,161.8,2.289,1332.2,3.6
08-03-2024,WH-DON-02,Twilight,538,519,19,105.1,3.067,1591.77,4.94
08-03-2024,WH-LEE-01,Day,711,713,39,289.3,2.906,2071.98,2.46
08-03-2024,WH-LEE-01,Night,515,511,25,198.7,2.598,1327.58,2.57
08-03-2024,WH-LEE-01,Twilight,679,663,24,133,2.503,1659.49,4.98
09-03-2024,WH-DON-01,Day,809,778,34,261.7,2.293,1783.95,2.97
09-03-2024,WH-DON-01,Night,857,940,22,166.9,2.167,2036.98,5.63
09-03-2024,WH-DON-02,Day,664,680,26,207.1,3.142,2136.56,3.28
09-03-2024,WH-DON-02,Night,631,561,29,227.3,3.171,1778.93,2.47
09-03-2024,WH-LEE-01,Day,590,592,37,278.9,2.683,1588.34,2.12
09-03-2024,WH-LEE-01,Night,621,567,18,133.5,2.864,1623.89,4.25
11-03-2024,WH-DON-01,Day,869,794,43,329.8,3.122,2478.87,2.41
11-03-2024,WH-DON-01,Night,943,816,16,124.4,3.352,2735.23,6.56
11-03-2024,WH-DON-01,Twilight,927,867,29,160.9,3.064,2656.49,5.39
11-03-2024,WH-DON-02,Day,506,498,27,212.4,2.019,1005.46,2.34
11-03-2024,WH-DON-02,Night,591,527,28,218.2,2.734,1440.82,2.42
11-03-2024,WH-DON-02,Twilight,669,632,18,99.4,3.362,2124.78,6.36
11-03-2024,WH-LEE-01,Day,639,593,44,335.4,2.307,1368.05,1.77
11-03-2024,WH-LEE-01,Night,658,646,25,196.5,3.096,2000.02,3.29
11-03-2024,WH-LEE-01,Twilight,581,513,29,167,2.887,1481.03,3.07
12-03-2024,WH-DON-01,Day,921,916,46,364.1,2.557,2342.21,2.52
12-03-2024,WH-DON-01,Night,906,853,20,150.9,2.798,2386.69,5.65
12-03-2024,WH-DON-01,Twilight,938,878,28,160.5,2.479,2176.56,5.47
12-03-2024,WH-DON-02,Day,614,667,25,196.2,2.191,1461.4,3.4
12-03-2024,WH-DON-02,Night,768,649,25,185.6,3.364,2183.24,3.5
12-03-2024,WH-DON-02,Twilight,616,564,22,126.9,3.335,1880.94,4.44
12-03-2024,WH-LEE-01,Day,647,642,26,202.9,2.415,1550.43,3.16
12-03-2024,WH-LEE-01,Night,540,528,27,204.3,2.68,1415.04,2.58
12-03-2024,WH-LEE-01,Twilight,647,678,14,83.3,2.96,2006.88,8.14
13-03-2024,WH-DON-01,Day,871,890,36,283.5,2.149,1912.61,3.14
13-03-2024,WH-DON-01,Night,795,700,16,121.2,2.492,1744.4,5.78
13-03-2024,WH-DON-01,Twilight,813,700,22,124.2,3.227,2258.9,5.64
13-03-2024,WH-DON-02,Day,561,533,28,218.1,3.351,1786.08,2.44
13-03-2024,WH-DON-02,Night,683,618,18,135.2,2.71,1674.78,4.57
13-03-2024,WH-DON-02,Twilight,698,707,24,137.2,2.99,2113.93,5.15
13-03-2024,WH-LEE-01,Day,660,545,28,221.6,2.078,1132.51,2.46
13-03-2024,WH-LEE-01,Night,551,554,14,106.6,3.285,1819.89,5.2
13-03-2024,WH-LEE-01,Twilight,669,644,17,97,2.903,1869.53,6.64
14-03-2024,WH-DON-01,Day,992,1022,45,348.7,2.322,2373.08,2.93
14-03-2024,WH-DON-01,Night,901,820,24,179.1,2.049,1680.18,4.58
14-03-2024,WH-DON-01,Twilight,823,746,16,90.4,2.355,1756.83,8.25
14-03-2024,WH-DON-02,Day,624,611,41,317.4,3.299,2015.69,1.93
14-03-2024,WH-DON-02,Night,671,608,18,139.8,3.207,1949.86,4.35
14-03-2024,WH-DON-02,Twilight,610,579,30,170.4,2.027,1173.63,3.4
14-03-2024,WH-LEE-01,Day,692,646,30,237.1,1.956,1263.58,2.72
14-03-2024,WH-LEE-01,Night,678,568,23,178.1,2.438,1384.78,3.19
14-03-2024,WH-LEE-01,Twilight,646,676,27,161.2,2.624,1773.82,4.19
15-03-2024,WH-DON-01,Day,900,850,23,179.2,3.37,2864.5,4.74
15-03-2024,WH-DON-01,Night,856,899,19,143.6,2.469,2219.63,6.26
15-03-2024,WH-DON-01,Twilight,813,746,17,96.9,1.9,1417.4,7.7
15-03-2024,WH-DON-02,Day,582,493,45,335.2,2.818,1389.27,1.47
15-03-2024,WH-DON-02,Night,647,707,29,216.2,3.167,2239.07,3.27
15-03-2024,WH-DON-02,Twilight,674,689,22,127.9,2.659,1832.05,5.39
15-03-2024,WH-LEE-01,Day,595,556,42,332.9,2.632,1463.39,1.67
15-03-2024,WH-LEE-01,Night,638,571,15,116,1.96,1119.16,4.92
15-03-2024,WH-LEE-01,Twilight,545,442,20,114.8,2.146,948.53,3.85
16-03-2024,WH-DON-01,Day,869,790,29,229.7,1.852,1463.08,3.44
16-03-2024,WH-DON-01,Night,896,850,30,229.2,2.29,1946.5,3.71
16-03-2024,WH-DON-02,Day,632,595,41,320.2,2.882,1714.79,1.86
16-03-2024,WH-DON-02,Night,670,585,29,218.5,2.792,1633.32,2.68
16-03-2024,WH-LEE-01,Day,588,534,22,172.9,2.182,1165.19,3.09
16-03-2024,WH-LEE-01,Night,614,646,24,183,3.195,2063.97,3.53
18-03-2024,WH-DON-01,Day,893,887,29,215.5,1.962,1740.29,4.12
18-03-2024,WH-DON-01,Night,999,922,15,117.7,1.991,1835.7,7.83
18-03-2024,WH-DON-01,Twilight,883,894,28,157.1,2.377,2125.04,5.69
18-03-2024,WH-DON-02,Day,541,450,36,286.5,3.032,1364.4,1.57
18-03-2024,WH-DON-02,Night,644,641,29,229.4,3.181,2039.02,2.79
18-03-2024,WH-DON-02,Twilight,650,556,26,151.7,2.46,1367.76,3.67
18-03-2024,WH-LEE-01,Day,574,570,42,335.9,2.034,1159.38,1.7
18-03-2024,WH-LEE-01,Night,750,684,18,140.3,2.094,1432.3,4.88
18-03-2024,WH-LEE-01,Twilight,567,604,15,86.6,2.548,1538.99,6.97
19-03-2024,WH-DON-01,Day,964,998,43,334.9,2.334,2329.33,2.98
19-03-2024,WH-DON-01,Night,872,870,16,123,2.361,2054.07,7.07
19-03-2024,WH-DON-01,Twilight,871,832,26,153.8,2.072,1723.9,5.41
19-03-2024,WH-DON-02,Day,676,707,40,302,1.928,1363.1,2.34
19-03-2024,WH-DON-02,Night,646,580,29,222.6,2.346,1360.68,2.61
19-03-2024,WH-DON-02,Twilight,683,635,21,122.6,3.036,1927.86,5.18
19-03-2024,WH-LEE-01,Day,532,578,47,353,3.254,1880.81,1.64
19-03-2024,WH-LEE-01,Night,642,578,19,146.8,2.444,1412.63,3.94
19-03-2024,WH-LEE-01,Twilight,688,576,29,169.1,2.396,1380.1,3.41
20-03-2024,WH-DON-01,Day,921,907,38,297.1,2.914,2643,3.05
20-03-2024,WH-DON-01,Night,969,807,30,224.2,2.498,2015.89,3.6
20-03-2024,WH-DON-01,Twilight,886,973,19,109.4,2.637,2565.8,8.89
20-03-2024,WH-DON-02,Day,588,537,44,333.7,2.125,1141.12,1.61
20-03-2024,WH-DON-02,Night,549,501,24,186.4,3.258,1632.26,2.69
20-03-2024,WH-DON-02,Twilight,682,671,18,104.3,2.433,1632.54,6.43
20-03-2024,WH-LEE-01,Day,665,626,35,267.9,1.89,1183.14,2.34
20-03-2024,WH-LEE-01,Night,567,592,15,115,2.721,1610.83,5.15
20-03-2024,WH-LEE-01,Twilight,573,579,24,138.7,3.177,1839.48,4.17
21-03-2024,WH-DON-01,Day,927,833,24,182.4,3.03,2523.99,4.57
21-03-2024,WH-DON-01,Night,906,821,24,186.2,3.225,2647.72,4.41
21-03-2024,WH-DON-01,Twilight,894,941,27,153.1,2.64,2484.24,6.15
21-03-2024,WH-DON-02,Day,629,687,40,309.2,2.758,1894.75,2.22
21-03-2024,WH-DON-02,Night,534,418,29,216.6,2.639,1103.1,1.93
21-03-2024,WH-DON-02,Twilight,709,615,28,158.2,2.307,1418.81,3.89
21-03-2024,WH-LEE-01,Day,651,734,47,360.9,2.987,2192.46,2.03
21-03-2024,WH-LEE-01,Night,643,611,29,221,3.169,1936.26,2.76
21-03-2024,WH-LEE-01,Twilight,681,611,16,94.2,2.491,1522,6.49
22-03-2024,WH-DON-01,Day,919,966,46,365.2,2.414,2331.92,2.65
22-03-2024,WH-DON-01,Night,959,860,26,202.5,2.404,2067.44,4.25
22-03-2024,WH-DON-01,Twilight,1010,1029,29,171.7,2.14,2202.06,5.99
22-03-2024,WH-DON-02,Day,715,667,38,291.4,3.177,2119.06,2.29
22-03-2024,WH-DON-02,Night,691,707,25,187.7,3.127,2210.79,3.77
22-03-2024,WH-DON-02,Twilight,735,740,16,95.8,2.348,1737.52,7.72
22-03-2024,WH-LEE-01,Day,631,576,33,257.5,1.998,1150.85,2.24
22-03-2024,WH-LEE-01,Night,626,495,23,183.1,2.85,1410.75,2.7
22-03-2024,WH-LEE-01,Twilight,556,470,15,82.8,2.189,1028.83,5.68
23-03-2024,WH-DON-01,Day,843,749,48,354,2.502,1874,2.12
23-03-2024,WH-DON-01,Night,866,951,16,119,2.8,2662.8,7.99
23-03-2024,WH-DON-02,Day,550,510,40,297.8,2.602,1327.02,1.71
23-03-2024,WH-DON-02,Night,730,688,27,199.4,2.294,1578.27,3.45
23-03-2024,WH-LEE-01,Day,666,649,41,321.1,2.401,1558.25,2.02
23-03-2024,WH-LEE-01,Night,742,786,18,137.3,2.281,1792.87,5.72
25-03-2024,WH-DON-01,Day,918,841,23,174.1,2.718,2285.84,4.83
25-03-2024,WH-DON-01,Night,984,1026,19,142.8,2.032,2084.83,7.18
25-03-2024,WH-DON-01,Twilight,787,760,19,110.2,2.56,1945.6,6.9
25-03-2024,WH-DON-02,Day,596,565,22,167.9,2.314,1307.41,3.37
25-03-2024,WH-DON-02,Night,635,551,14,109.6,3.008,1657.41,5.03
25-03-2024,WH-DON-02,Twilight,689,684,20,111.9,2.13,1456.92,6.11
25-03-2024,WH-LEE-01,Day,532,504,25,188.7,3.012,1518.05,2.67
25-03-2024,WH-LEE-01,Night,553,463,20,150.6,2.675,1238.52,3.07
25-03-2024,WH-LEE-01,Twilight,603,592,24,135.6,2.787,1649.9,4.37
26-03-2024,WH-DON-01,Day,928,843,24,176.8,2.429,2047.65,4.77
26-03-2024,WH-DON-01,Night,898,874,17,125.2,2.926,2557.32,6.98
26-03-2024,WH-DON-01,Twilight,967,968,18,99.5,3.143,3042.42,9.73
26-03-2024,WH-DON-02,Day,662,549,33,246.1,2.565,1408.18,2.23
26-03-2024,WH-DON-02,Night,611,510,15,118.1,2.23,1137.3,4.32
26-03-2024,WH-DON-02,Twilight,571,534,29,170.6,2.842,1517.63,3.13
26-03-2024,WH-LEE-01,Day,612,648,48,382.6,2.616,1695.17,1.69
26-03-2024,WH-LEE-01,Night,732,811,27,200.4,3.291,2669,4.05
26-03-2024,WH-LEE-01,Twilight,600,579,30,169.2,2.258,1307.38,3.42
27-03-2024,WH-DON-01,Day,851,841,39,300.3,3.187,2680.27,2.8
27-03-2024,WH-DON-01,Night,868,799,19,141.3,3.108,2483.29,5.65
27-03-2024,WH-DON-01,Twilight,850,766,25,139.9,1.938,1484.51,5.48
27-03-2024,WH-DON-02,Day,518,539,36,266.1,2.135,1150.76,2.03
27-03-2024,WH-DON-02,Night,684,704,30,230.3,2.855,2009.92,3.06
27-03-2024,WH-DON-02,Twilight,521,582,26,147,2.484,1445.69,3.96
27-03-2024,WH-LEE-01,Day,592,602,47,373.2,2.321,1397.24,1.61
27-03-2024,WH-LEE-01,Night,671,566,19,143,2.542,1438.77,3.96
27-03-2024,WH-LEE-01,Twilight,581,459,20,115.4,3.375,1549.12,3.98
28-03-2024,WH-DON-01,Day,934,936,30,238.6,3.328,3115.01,3.92
28-03-2024,WH-DON-01,Night,1031,1089,23,172,2.53,2755.17,6.33
28-03-2024,WH-DON-01,Twilight,980,963,20,114.3,3.303,3180.79,8.43
28-03-2024,WH-DON-02,Day,565,589,33,259.2,2.153,1268.12,2.27
28-03-2024,WH-DON-02,Night,650,607,22,174.6,2.058,1249.21,3.48
28-03-2024,WH-DON-02,Twilight,577,632,15,88.1,2.361,1492.15,7.17
28-03-2024,WH-LEE-01,Day,628,586,45,353,2.782,1630.25,1.66
28-03-2024,WH-LEE-01,Night,727,841,25,186.7,2.796,2351.44,4.5
28-03-2024,WH-LEE-01,Twilight,545,585,29,169.4,3.374,1973.79,3.45
29-03-2024,WH-DON-01,Day,948,895,36,270.2,2.244,2008.38,3.31
29-03-2024,WH-DON-01,Night,1033,1034,25,185.1,2.423,2505.38,5.59
29-03-2024,WH-DON-01,Twilight,865,857,18,99.5,1.97,1688.29,8.61
29-03-2024,WH-DON-02,Day,676,643,30,228.2,2.374,1526.48,2.82
29-03-2024,WH-DON-02,Night,689,680,24,183.4,3.006,2044.08,3.71
29-03-2024,WH-DON-02,Twilight,596,568,24,140.7,1.916,1088.29,4.04
29-03-2024,WH-LEE-01,Day,697,690,45,346.4,3.272,2257.68,1.99
29-03-2024,WH-LEE-01,Night,687,711,29,219.4,3.107,2209.08,3.24
29-03-2024,WH-LEE-01,Twilight,666,674,23,127.6,2.963,1997.06,5.28
30-03-2024,WH-DON-01,Day,1001,861,22,169.5,2.435,2096.53,5.08
30-03-2024,WH-DON-01,Night,901,791,23,181,2.236,1768.68,4.37
30-03-2024,WH-DON-02,Day,615,598,45,347.4,3.087,1846.03,1.72
30-03-2024,WH-DON-02,Night,578,518,28,223.1,2.111,1093.5,2.32
30-03-2024,WH-LEE-01,Day,716,779,40,315.9,3.06,2383.74,2.47
30-03-2024,WH-LEE-01,Night,673,671,23,174.8,2.234,1499.01,3.84
01-04-2024,WH-DON-01,Day,961,938,24,182.3,3.219,3019.42,5.15
01-04-2024,WH-DON-01,Night,955,756,15,115.5,2.045,1546.02,6.55
01-04-2024,WH-DON-01,Twilight,915,839,16,89.2,2.144,1798.82,9.41
