date,warehouse_id,shift,orders_received,orders_fulfilled,fulfillment_rate,pick_accuracy,units_per_hour,dock_to_stock_hrs,sla_met
14-02-2024,WH-DON-01,Twilight,401,389,0.9724,0.9951,113.8,1.67,1
14-02-2024,WH-DON-02,Day,354,333,0.9415,0.9867,83,2.88,0
14-02-2024,WH-DON-02,Night,307,281,0.9182,0.9791,78.3,3.42,0
14-02-2024,WH-DON-02,Twilight,332,309,0.9311,0.9952,75.5,2.38,0
14-02-2024,WH-LEE-01,Day,287,279,0.9749,0.985,92.2,3,1
14-02-2024,WH-LEE-01,Night,297,278,0.9362,0.9716,102.3,3.02,0
14-02-2024,WH-LEE-01,Twilight,330,310,0.94,0.9724,91.3,4.38,0
15-02-2024,WH-DON-01,Day,415,400,0.9656,0.9842,93.2,4.25,1
15-02-2024,WH-DON-01,Night,363,352,0.9718,0.9924,77.5,2.64,1
15-02-2024,WH-DON-01,Twilight,446,427,0.9585,0.9765,94,1.46,1
15-02-2024,WH-DON-02,Day,259,241,0.9338,0.9987,100,1.63,0
15-02-2024,WH-DON-02,Night,308,305,0.9929,0.982,95.9,2.42,1
15-02-2024,WH-DON-02,Twilight,356,329,0.9269,0.9853,91.5,1.36,0
15-02-2024,WH-LEE-01,Day,291,268,0.9216,0.9803,90.3,2.85,0
15-02-2024,WH-LEE-01,Night,281,263,0.9379,0.9882,68.8,4.77,0
15-02-2024,WH-LEE-01,Twilight,287,279,0.9728,0.9794,83.8,4.18,1
16-02-2024,WH-DON-01,Day,373,348,0.9355,0.9938,85.3,3.63,0
16-02-2024,WH-DON-01,Night,410,407,0.9933,0.9873,96,3.81,1
16-02-2024,WH-DON-01,Twilight,417,396,0.9503,0.9981,104.8,3.99,1
16-02-2024,WH-DON-02,Day,303,290,0.9591,0.9912,95.4,1.81,1
16-02-2024,WH-DON-02,Night,281,275,0.9815,0.9751,91,1.31,1
16-02-2024,WH-DON-02,Twilight,279,276,0.9906,0.9741,68.9,2.33,1
16-02-2024,WH-LEE-01,Day,336,317,0.9449,0.9927,111.3,4.34,0
16-02-2024,WH-LEE-01,Night,347,337,0.9725,0.9727,67.8,1.95,1
16-02-2024,WH-LEE-01,Twilight,289,275,0.9547,0.9798,76.1,4.48,1
17-02-2024,WH-DON-01,Day,459,431,0.9391,0.9809,104.3,3.8,0
17-02-2024,WH-DON-01,Night,391,376,0.9619,0.9764,72.4,3.21,1
17-02-2024,WH-DON-02,Day,273,253,0.9291,0.9982,82,2.24,0
17-02-2024,WH-DON-02,Night,322,301,0.9369,0.9808,101.8,4.06,0
17-02-2024,WH-LEE-01,Day,355,331,0.9332,0.9744,99.8,2.57,0
17-02-2024,WH-LEE-01,Night,364,360,0.9911,0.9935,74.3,2.24,1
19-02-2024,WH-DON-01,Day,413,400,0.9707,0.9807,88.8,2.12,1
19-02-2024,WH-DON-01,Night,400,382,0.9558,0.9971,91.7,1.69,1
19-02-2024,WH-DON-01,Twilight,422,406,0.9623,0.9874,79.4,3.61,1
19-02-2024,WH-DON-02,Day,268,245,0.9145,0.9826,101.7,1.56,0
19-02-2024,WH-DON-02,Night,301,293,0.9755,0.9711,85.4,4.54,1
19-02-2024,WH-DON-02,Twilight,251,247,0.9847,0.9844,77.4,4.67,1
19-02-2024,WH-LEE-01,Day,348,326,0.9373,0.9891,110.7,1.52,0
19-02-2024,WH-LEE-01,Night,276,268,0.9715,0.9972,100.9,1.83,1
19-02-2024,WH-LEE-01,Twilight,293,288,0.985,0.9759,111.2,4.79,1
20-02-2024,WH-DON-01,Day,392,387,0.9896,0.9979,111.5,4.36,1
20-02-2024,WH-DON-01,Night,441,401,0.9108,0.9869,66.5,4.74,0
20-02-2024,WH-DON-01,Twilight,400,382,0.9562,0.9848,112.1,4.26,1
20-02-2024,WH-DON-02,Day,398,378,0.9498,0.9764,73.3,1.78,0
20-02-2024,WH-DON-02,Night,287,265,0.9258,0.9916,95.7,3.24,0
20-02-2024,WH-DON-02,Twilight,315,306,0.9744,0.9759,108.2,4.43,1
20-02-2024,WH-LEE-01,Day,326,299,0.9174,0.9897,76.7,1.71,0
20-02-2024,WH-LEE-01,Night,278,260,0.9375,0.9779,73,2.05,0
20-02-2024,WH-LEE-01,Twilight,311,290,0.9357,0.9912,68.5,3.55,0
21-02-2024,WH-DON-01,Day,345,334,0.9689,0.9727,73.6,2.3,1
21-02-2024,WH-DON-01,Night,390,384,0.9861,0.9907,75.2,1.62,1
21-02-2024,WH-DON-01,Twilight,439,433,0.9879,0.9793,96.9,1.99,1
21-02-2024,WH-DON-02,Day,321,312,0.9736,0.988,87.5,3.18,1
21-02-2024,WH-DON-02,Night,322,305,0.95,0.9861,90.3,1.99,1
21-02-2024,WH-DON-02,Twilight,310,305,0.9842,0.9733,89,3.73,1
21-02-2024,WH-LEE-01,Day,360,329,0.9166,0.9868,70.9,3.17,0
21-02-2024,WH-LEE-01,Night,270,249,0.9227,0.9802,84.1,1.62,0
21-02-2024,WH-LEE-01,Twilight,308,285,0.9275,0.9873,72.3,3.04,0
22-02-2024,WH-DON-01,Day,431,411,0.9536,0.9838,70.7,2.86,1
22-02-2024,WH-DON-01,Night,389,380,0.9786,0.9913,78.8,4.14,1
22-02-2024,WH-DON-01,Twilight,418,381,0.9138,0.9806,71,4.78,0
22-02-2024,WH-DON-02,Day,270,267,0.9894,0.9729,111.9,1.31,1
22-02-2024,WH-DON-02,Night,266,259,0.9751,0.9984,89.5,2.71,1
22-02-2024,WH-DON-02,Twilight,337,335,0.9944,0.9817,108.9,4.46,1
22-02-2024,WH-LEE-01,Day,277,267,0.9663,0.9861,98.7,2.45,1
22-02-2024,WH-LEE-01,Night,342,316,0.9252,0.986,84.5,3.82,0
22-02-2024,WH-LEE-01,Twilight,310,282,0.9119,0.9794,99.7,3.16,0
23-02-2024,WH-DON-01,Day,422,403,0.9552,0.9941,79.6,2.45,1
23-02-2024,WH-DON-01,Night,408,396,0.9716,0.9742,96.5,2.71,1
23-02-2024,WH-DON-01,Twilight,489,476,0.9751,0.9957,68.7,1.94,1
23-02-2024,WH-DON-02,Day,316,303,0.9608,0.9907,70.3,3.87,1
23-02-2024,WH-DON-02,Night,314,296,0.9442,0.9776,71.2,4.31,0
23-02-2024,WH-DON-02,Twilight,343,320,0.9346,0.9938,102.4,2.35,0
23-02-2024,WH-LEE-01,Day,322,309,0.9608,0.9898,83.1,2.29,1
23-02-2024,WH-LEE-01,Night,337,313,0.9288,0.9794,64.5,4.61,0
23-02-2024,WH-LEE-01,Twilight,344,338,0.9848,0.9965,97.4,2.74,1
24-02-2024,WH-DON-01,Day,339,335,0.99,0.9898,104.9,2.35,1
24-02-2024,WH-DON-01,Night,422,398,0.9454,0.9752,78,3.92,0
24-02-2024,WH-DON-02,Day,252,235,0.9356,0.9908,105.9,4.49,0
24-02-2024,WH-DON-02,Night,319,305,0.9578,0.9981,85.7,1.68,1
24-02-2024,WH-LEE-01,Day,310,299,0.965,0.9968,107.8,1.53,1
24-02-2024,WH-LEE-01,Night,330,320,0.9716,0.9763,73.4,3.63,1
26-02-2024,WH-DON-01,Day,371,343,0.926,0.9923,102,3.21,0
26-02-2024,WH-DON-01,Night,383,364,0.9507,0.9953,76.1,4.65,1
26-02-2024,WH-DON-01,Twilight,490,485,0.9918,0.9743,115,2.92,1
26-02-2024,WH-DON-02,Day,316,294,0.9306,0.9879,77.6,4.49,0
26-02-2024,WH-DON-02,Night,260,245,0.9424,0.9859,77.2,2.14,0
26-02-2024,WH-DON-02,Twilight,293,279,0.9536,0.9849,72.6,4.73,1
26-02-2024,WH-LEE-01,Day,253,249,0.9877,0.9814,87.5,3.23,1
26-02-2024,WH-LEE-01,Night,320,297,0.9288,0.9751,73,4.57,0
26-02-2024,WH-LEE-01,Twilight,282,260,0.923,0.9802,85.9,4.2,0
27-02-2024,WH-DON-01,Day,405,385,0.9524,0.9893,100.2,2.13,1
27-02-2024,WH-DON-01,Night,453,436,0.9645,0.9847,69.1,4.06,1
27-02-2024,WH-DON-01,Twilight,349,322,0.9244,0.9912,91,4.5,0
27-02-2024,WH-DON-02,Day,268,245,0.915,0.9719,107.8,4.6,0
27-02-2024,WH-DON-02,Night,298,288,0.9668,0.9924,79.5,4.23,1
27-02-2024,WH-DON-02,Twilight,315,286,0.9108,0.9852,85.5,3.42,0
27-02-2024,WH-LEE-01,Day,356,344,0.9667,0.9883,90.7,2.96,1
27-02-2024,WH-LEE-01,Night,347,316,0.911,0.9858,73.6,4.72,0
27-02-2024,WH-LEE-01,Twilight,311,283,0.9115,0.9938,99.7,4.1,0
28-02-2024,WH-DON-01,Day,432,396,0.9182,0.9752,77,3.1,0
28-02-2024,WH-DON-01,Night,412,403,0.9793,0.9785,78.9,2.54,1
28-02-2024,WH-DON-01,Twilight,387,384,0.9942,0.9773,100.1,4.25,1
28-02-2024,WH-DON-02,Day,331,319,0.9656,0.995,103.7,1.54,1
28-02-2024,WH-DON-02,Night,282,257,0.9148,0.9713,69.2,3,0
28-02-2024,WH-DON-02,Twilight,336,318,0.9469,0.993,94.6,4.29,0
28-02-2024,WH-LEE-01,Day,340,310,0.9136,0.9769,108.8,4.4,0
28-02-2024,WH-LEE-01,Night,330,313,0.9504,0.9723,65.1,4.53,1
28-02-2024,WH-LEE-01,Twilight,341,311,0.9128,0.997,82.8,4.66,0
29-02-2024,WH-DON-01,Day,397,381,0.9599,0.9921,101.5,2.63,1
29-02-2024,WH-DON-01,Night,435,404,0.9304,0.9944,78.5,4.43,0
29-02-2024,WH-DON-01,Twilight,428,401,0.9382,0.9922,74.6,4.76,0
29-02-2024,WH-DON-02,Day,304,301,0.9928,0.9725,88.5,4.22,1
29-02-2024,WH-DON-02,Night,275,258,0.939,0.9925,102.7,2.63,0
29-02-2024,WH-DON-02,Twilight,311,290,0.9332,0.9988,91.1,2.48,0
29-02-2024,WH-LEE-01,Day,302,298,0.99,0.9831,99.9,3.58,1
29-02-2024,WH-LEE-01,Night,345,337,0.9778,0.991,65.4,1.76,1
29-02-2024,WH-LEE-01,Twilight,331,321,0.9705,0.9887,102.8,2.34,1
01-03-2024,WH-DON-01,Day,422,395,0.9362,0.9811,80.7,1.68,0
01-03-2024,WH-DON-01,Night,421,389,0.9259,0.9836,85.6,2.67,0
01-03-2024,WH-DON-01,Twilight,447,410,0.9179,0.9877,83.2,2.59,0
01-03-2024,WH-DON-02,Day,314,293,0.9348,0.9819,72,4.44,0
01-03-2024,WH-DON-02,Night,378,362,0.9586,0.9757,78.2,1.7,1
01-03-2024,WH-DON-02,Twilight,263,246,0.9356,0.9848,71,2.76,0
01-03-2024,WH-LEE-01,Day,279,255,0.9165,0.978,79.6,3.45,0
01-03-2024,WH-LEE-01,Night,326,313,0.9605,0.9765,66.5,2.3,1
01-03-2024,WH-LEE-01,Twilight,335,322,0.9627,0.9935,83.5,2.41,1
02-03-2024,WH-DON-01,Day,411,402,0.9793,0.9951,113.8,1.69,1
02-03-2024,WH-DON-01,Night,388,359,0.9271,0.9798,103.1,4.69,0
02-03-2024,WH-DON-02,Day,375,350,0.9348,0.9905,91.1,3.27,0
02-03-2024,WH-DON-02,Night,311,304,0.9794,0.982,66.8,3.23,1
02-03-2024,WH-LEE-01,Day,339,325,0.9603,0.9863,100,3.18,1
02-03-2024,WH-LEE-01,Night,341,330,0.9702,0.9833,74.3,3.69,1
04-03-2024,WH-DON-01,Day,410,401,0.9796,0.9933,87.2,3,1
04-03-2024,WH-DON-01,Night,405,391,0.966,0.991,95.6,1.47,1
04-03-2024,WH-DON-01,Twilight,403,400,0.9942,0.9844,86.8,3.02,1
04-03-2024,WH-DON-02,Day,350,334,0.9562,0.9931,84.9,4.42,1
04-03-2024,WH-DON-02,Night,287,274,0.9556,0.9889,65.5,3.97,1
04-03-2024,WH-DON-02,Twilight,294,283,0.965,0.9722,114.2,3.64,1
04-03-2024,WH-LEE-01,Day,286,269,0.944,0.9921,113.4,2.75,0
04-03-2024,WH-LEE-01,Night,333,317,0.9534,0.9855,86.7,3.27,1
04-03-2024,WH-LEE-01,Twilight,311,294,0.9479,0.982,104.3,3.32,0
05-03-2024,WH-DON-01,Day,392,357,0.9121,0.9739,87.6,4.66,0
05-03-2024,WH-DON-01,Night,419,385,0.9199,0.9973,67.9,2.32,0
05-03-2024,WH-DON-01,Twilight,400,380,0.951,0.9843,88.6,3.71,1
05-03-2024,WH-DON-02,Day,315,295,0.9371,0.9794,106.1,1.61,0
05-03-2024,WH-DON-02,Night,335,324,0.9676,0.9756,104,2.08,1
05-03-2024,WH-DON-02,Twilight,274,253,0.9248,0.9755,94.3,4.65,0
05-03-2024,WH-LEE-01,Day,313,289,0.9257,0.9889,88.3,1.31,0
05-03-2024,WH-LEE-01,Night,340,327,0.9622,0.9765,87.2,2.6,1
05-03-2024,WH-LEE-01,Twilight,304,296,0.9739,0.9936,70.9,1.57,1
06-03-2024,WH-DON-01,Day,400,393,0.9841,0.9762,83.3,2.85,1
06-03-2024,WH-DON-01,Night,415,396,0.9549,0.9889,87.4,3.4,1
06-03-2024,WH-DON-01,Twilight,479,459,0.9599,0.9807,107.7,3.42,1
06-03-2024,WH-DON-02,Day,328,306,0.9353,0.9882,72,1.68,0
06-03-2024,WH-DON-02,Night,266,244,0.92,0.9796,69.7,3.7,0
06-03-2024,WH-DON-02,Twilight,278,256,0.9217,0.9817,76.7,3.49,0
06-03-2024,WH-LEE-01,Day,307,297,0.9689,0.9891,115,3.2,1
06-03-2024,WH-LEE-01,Night,293,274,0.9367,0.9836,64.2,2.49,0
06-03-2024,WH-LEE-01,Twilight,311,283,0.9108,0.9748,106.3,4.67,0
07-03-2024,WH-DON-01,Day,384,371,0.9682,0.9826,107.5,2.96,1
07-03-2024,WH-DON-01,Night,418,383,0.917,0.9719,94.4,2.25,0
07-03-2024,WH-DON-01,Twilight,414,382,0.9243,0.9838,102.9,3.96,0
07-03-2024,WH-DON-02,Day,346,331,0.9567,0.9742,73.4,3.99,1
07-03-2024,WH-DON-02,Night,322,315,0.9799,0.9722,92.6,3.17,1
07-03-2024,WH-DON-02,Twilight,284,282,0.9941,0.9739,107,3.9,1
07-03-2024,WH-LEE-01,Day,276,261,0.9482,0.9808,106.4,2.78,0
07-03-2024,WH-LEE-01,Night,419,416,0.9945,0.9927,72,4.12,1
07-03-2024,WH-LEE-01,Twilight,286,277,0.9704,0.9887,75.8,1.7,1
08-03-2024,WH-DON-01,Day,405,375,0.9276,0.9768,70.8,2.46,0
08-03-2024,WH-DON-01,Night,412,386,0.9375,0.9907,74.3,2.16,0
08-03-2024,WH-DON-01,Twilight,456,448,0.9829,0.9986,99.9,1.54,1
08-03-2024,WH-DON-02,Day,361,356,0.9881,0.9988,108.8,1.66,1
08-03-2024,WH-DON-02,Night,297,292,0.9836,0.978,92.3,4.18,1
08-03-2024,WH-DON-02,Twilight,313,297,0.9516,0.9872,80.6,2.69,1
08-03-2024,WH-LEE-01,Day,265,251,0.9484,0.9887,109.4,1.54,0
08-03-2024,WH-LEE-01,Night,285,282,0.9896,0.9813,102.5,2.38,1
08-03-2024,WH-LEE-01,Twilight,307,279,0.9102,0.9927,102.4,3.83,0
09-03-2024,WH-DON-01,Day,377,354,0.9404,0.9728,93.1,1.98,0
09-03-2024,WH-DON-01,Night,431,407,0.9465,0.9769,73.4,4.18,0
09-03-2024,WH-DON-02,Day,289,276,0.9581,0.9846,84.2,3.66,1
09-03-2024,WH-DON-02,Night,343,313,0.9141,0.9738,95.4,2.85,0
09-03-2024,WH-LEE-01,Day,352,333,0.9475,0.971,113,1.93,0
09-03-2024,WH-LEE-01,Night,351,339,0.9685,0.9747,89.7,1.77,1
11-03-2024,WH-DON-01,Day,441,425,0.9656,0.978,85.5,4.45,1
11-03-2024,WH-DON-01,Night,410,378,0.9241,0.9821,74.9,3.72,0
11-03-2024,WH-DON-01,Twilight,424,411,0.9698,0.971,90.4,1.68,1
11-03-2024,WH-DON-02,Day,353,328,0.9292,0.99,68.4,3.7,0
11-03-2024,WH-DON-02,Night,346,327,0.9459,0.9747,64.9,2.58,0
11-03-2024,WH-DON-02,Twilight,228,221,0.9721,0.9739,82.7,4.37,1
11-03-2024,WH-LEE-01,Day,343,334,0.974,0.9747,114.7,1.71,1
11-03-2024,WH-LEE-01,Night,349,333,0.9551,0.9712,89.7,2.78,1
11-03-2024,WH-LEE-01,Twilight,302,278,0.9229,0.9825,100.3,4.3,0
12-03-2024,WH-DON-01,Day,378,346,0.9174,0.9738,103.4,3.32,0
12-03-2024,WH-DON-01,Night,362,339,0.9367,0.9749,73.7,1.5,0
12-03-2024,WH-DON-01,Twilight,471,450,0.957,0.9878,96.6,4,1
12-03-2024,WH-DON-02,Day,288,278,0.966,0.9794,92.3,3.03,1
12-03-2024,WH-DON-02,Night,255,248,0.9736,0.9793,64.2,4.43,1
12-03-2024,WH-DON-02,Twilight,343,315,0.9196,0.985,95.9,3.1,0
12-03-2024,WH-LEE-01,Day,300,297,0.9931,0.9986,111.9,1.68,1
12-03-2024,WH-LEE-01,Night,334,314,0.9411,0.9901,94.5,4.64,0
12-03-2024,WH-LEE-01,Twilight,280,273,0.9755,0.9715,71.2,2.14,1
13-03-2024,WH-DON-01,Day,430,420,0.9771,0.9852,97.5,3,1
13-03-2024,WH-DON-01,Night,422,398,0.9453,0.9907,65.4,3.13,0
13-03-2024,WH-DON-01,Twilight,401,375,0.9363,0.9853,77.6,4.11,0
13-03-2024,WH-DON-02,Day,293,279,0.9556,0.9819,97.8,4.2,1
13-03-2024,WH-DON-02,Night,305,295,0.9694,0.9914,98.1,1.41,1
13-03-2024,WH-DON-02,Twilight,299,274,0.9173,0.9832,89.3,3.39,0
13-03-2024,WH-LEE-01,Day,292,284,0.973,0.9743,101.3,3.73,1
13-03-2024,WH-LEE-01,Night,355,327,0.9239,0.9977,84.2,4.02,0
13-03-2024,WH-LEE-01,Twilight,306,281,0.9208,0.9929,80.6,4.39,0
14-03-2024,WH-DON-01,Day,402,392,0.9756,0.9718,105.9,2.18,1
14-03-2024,WH-DON-01,Night,463,444,0.959,0.9732,81.3,2.5,1
14-03-2024,WH-DON-01,Twilight,438,417,0.9525,0.9869,85.3,2.12,1
14-03-2024,WH-DON-02,Day,341,331,0.9714,0.9774,91.9,1.36,1
14-03-2024,WH-DON-02,Night,333,327,0.9833,0.9778,82.1,2.58,1
14-03-2024,WH-DON-02,Twilight,350,344,0.9829,0.9865,111,3.87,1
14-03-2024,WH-LEE-01,Day,366,346,0.9456,0.98,87.6,3.79,0
14-03-2024,WH-LEE-01,Night,308,290,0.9417,0.9851,100.5,1.85,0
14-03-2024,WH-LEE-01,Twilight,321,314,0.9784,0.9985,112.8,1.45,1
15-03-2024,WH-DON-01,Day,396,388,0.9818,0.9802,94,1.23,1
15-03-2024,WH-DON-01,Night,425,393,0.9271,0.9868,74.9,3.44,0
15-03-2024,WH-DON-01,Twilight,380,361,0.9519,0.9926,77.2,4.44,1
15-03-2024,WH-DON-02,Day,319,310,0.9746,0.9779,68.3,2.68,1
15-03-2024,WH-DON-02,Night,312,306,0.9814,0.9956,102.6,1.21,1
15-03-2024,WH-DON-02,Twilight,337,325,0.9659,0.9948,102.2,1.57,1
15-03-2024,WH-LEE-01,Day,288,274,0.9518,0.9727,114.9,3.76,1
15-03-2024,WH-LEE-01,Night,305,279,0.9179,0.9968,100.3,3.07,0
15-03-2024,WH-LEE-01,Twilight,301,298,0.9928,0.9734,72.5,1.68,1
16-03-2024,WH-DON-01,Day,392,384,0.9797,0.9731,94.7,2.77,1
16-03-2024,WH-DON-01,Night,441,411,0.9322,0.9798,96.1,3.72,0
16-03-2024,WH-DON-02,Day,305,296,0.9725,0.9799,80.8,1.47,1
16-03-2024,WH-DON-02,Night,325,311,0.9597,0.9754,68.9,2.88,1
16-03-2024,WH-LEE-01,Day,359,339,0.9446,0.986,113.3,1.95,0
16-03-2024,WH-LEE-01,Night,301,276,0.9202,0.9754,91.2,4.17,0
18-03-2024,WH-DON-01,Day,441,427,0.9692,0.9721,107.3,2.38,1
18-03-2024,WH-DON-01,Night,439,412,0.9402,0.9854,90.8,2.14,0
18-03-2024,WH-DON-01,Twilight,432,429,0.9942,0.9719,87,2.83,1
18-03-2024,WH-DON-02,Day,309,293,0.9493,0.9935,74.6,1.24,0
18-03-2024,WH-DON-02,Night,287,281,0.9806,0.9985,67.5,4.17,1
18-03-2024,WH-DON-02,Twilight,280,270,0.9648,0.9873,80.2,4.13,1
18-03-2024,WH-LEE-01,Day,340,310,0.9119,0.9728,110.4,2.8,0
18-03-2024,WH-LEE-01,Night,354,347,0.9805,0.9803,63.7,2.86,1
18-03-2024,WH-LEE-01,Twilight,357,329,0.9243,0.9871,106.6,2.62,0
19-03-2024,WH-DON-01,Day,464,429,0.9247,0.977,76.8,2.21,0
19-03-2024,WH-DON-01,Night,428,421,0.9851,0.972,88.4,2.08,1
19-03-2024,WH-DON-01,Twilight,411,393,0.9568,0.9727,81.1,1.69,1
19-03-2024,WH-DON-02,Day,339,314,0.927,0.9958,92.7,3.47,0
19-03-2024,WH-DON-02,Night,327,325,0.9941,0.9929,77.2,3.16,1
19-03-2024,WH-DON-02,Twilight,259,246,0.9512,0.9966,91.6,2.6,1
19-03-2024,WH-LEE-01,Day,321,298,0.9286,0.9961,104.6,1.41,0
19-03-2024,WH-LEE-01,Night,333,331,0.9943,0.9858,94.7,4.8,1
19-03-2024,WH-LEE-01,Twilight,323,311,0.9658,0.9785,106.4,4.5,1
20-03-2024,WH-DON-01,Day,417,381,0.9148,0.9989,78.3,4.25,0
20-03-2024,WH-DON-01,Night,428,420,0.9813,0.9947,69.4,3.33,1
20-03-2024,WH-DON-01,Twilight,393,384,0.9785,0.9905,111,1.3,1
20-03-2024,WH-DON-02,Day,287,274,0.9579,0.9868,76.8,4.76,1
20-03-2024,WH-DON-02,Night,240,236,0.9849,0.9848,75.1,2.97,1
20-03-2024,WH-DON-02,Twilight,328,304,0.9286,0.9857,68,4.5,0
20-03-2024,WH-LEE-01,Day,321,297,0.9271,0.9747,101.7,4.51,0
20-03-2024,WH-LEE-01,Night,324,295,0.9119,0.9874,101.1,3.99,0
20-03-2024,WH-LEE-01,Twilight,287,281,0.982,0.9951,113.1,2.54,1
21-03-2024,WH-DON-01,Day,448,411,0.9186,0.9794,74.4,1.77,0
21-03-2024,WH-DON-01,Night,409,405,0.9906,0.9932,103,3.54,1
21-03-2024,WH-DON-01,Twilight,456,441,0.969,0.997,105,2,1
21-03-2024,WH-DON-02,Day,380,364,0.9601,0.9759,82.4,3.68,1
21-03-2024,WH-DON-02,Night,343,339,0.9906,0.9976,78.6,4.78,1
21-03-2024,WH-DON-02,Twilight,344,341,0.992,0.9719,96.3,4.52,1
21-03-2024,WH-LEE-01,Day,330,316,0.9581,0.9972,74.6,3.88,1
21-03-2024,WH-LEE-01,Night,305,283,0.9302,0.9985,69.1,4.39,0
21-03-2024,WH-LEE-01,Twilight,349,336,0.9643,0.9958,89,2.15,1
22-03-2024,WH-DON-01,Day,444,413,0.9312,0.9729,80.1,1.59,0
22-03-2024,WH-DON-01,Night,449,436,0.9723,0.9981,99.7,2.98,1
22-03-2024,WH-DON-01,Twilight,420,395,0.9422,0.9863,72.8,2.93,0
22-03-2024,WH-DON-02,Day,338,327,0.9684,0.9756,71.5,4.24,1
22-03-2024,WH-DON-02,Night,277,259,0.9351,0.9799,102.6,1.47,0
22-03-2024,WH-DON-02,Twilight,324,314,0.9722,0.9863,110.2,1.54,1
22-03-2024,WH-LEE-01,Day,335,321,0.9605,0.9882,90.7,1.31,1
22-03-2024,WH-LEE-01,Night,326,321,0.9856,0.9754,66.2,1.94,1
22-03-2024,WH-LEE-01,Twilight,303,280,0.9261,0.9905,101.9,3.83,0
23-03-2024,WH-DON-01,Day,417,387,0.9302,0.9724,94.9,4.22,0
23-03-2024,WH-DON-01,Night,444,409,0.9231,0.9811,80.2,2.26,0
23-03-2024,WH-DON-02,Day,288,266,0.927,0.9717,76,2.25,0
23-03-2024,WH-DON-02,Night,275,252,0.917,0.9946,75.1,2.63,0
23-03-2024,WH-LEE-01,Day,265,243,0.9177,0.9862,76.7,4.39,0
23-03-2024,WH-LEE-01,Night,313,294,0.9414,0.9835,73.1,2.87,0
25-03-2024,WH-DON-01,Day,423,387,0.9152,0.9921,99.4,1.51,0
25-03-2024,WH-DON-01,Night,443,416,0.9392,0.9862,103.4,3.32,0
25-03-2024,WH-DON-01,Twilight,365,357,0.9796,0.9827,93.2,4.32,1
25-03-2024,WH-DON-02,Day,290,275,0.9504,0.9957,90.4,1.48,1
25-03-2024,WH-DON-02,Night,348,331,0.9527,0.9962,96.1,3.64,1
25-03-2024,WH-DON-02,Twilight,282,271,0.9627,0.9744,103.6,1.82,1
25-03-2024,WH-LEE-01,Day,389,380,0.9787,0.9745,87.9,4.76,1
25-03-2024,WH-LEE-01,Night,302,285,0.947,0.9989,88.7,4.2,0
25-03-2024,WH-LEE-01,Twilight,306,302,0.9877,0.9729,86.2,2.63,1
26-03-2024,WH-DON-01,Day,485,454,0.9377,0.9787,89.5,4.34,0
26-03-2024,WH-DON-01,Night,429,409,0.9544,0.9827,79.6,1.73,1
26-03-2024,WH-DON-01,Twilight,379,363,0.96,0.9922,112.2,4.53,1
26-03-2024,WH-DON-02,Day,297,277,0.9343,0.986,84.2,2.68,0
26-03-2024,WH-DON-02,Night,304,286,0.9426,0.9846,87.9,1.33,0
26-03-2024,WH-DON-02,Twilight,307,295,0.9617,0.9904,69.8,4.4,1
26-03-2024,WH-LEE-01,Day,326,305,0.9382,0.9777,103.1,4.52,0
26-03-2024,WH-LEE-01,Night,314,307,0.9795,0.9795,73.9,2.97,1
26-03-2024,WH-LEE-01,Twilight,306,296,0.9692,0.9738,108.8,1.68,1
27-03-2024,WH-DON-01,Day,452,443,0.9802,0.9785,87.6,3.52,1
27-03-2024,WH-DON-01,Night,414,383,0.926,0.9769,97.1,3.87,0
27-03-2024,WH-DON-01,Twilight,423,414,0.9798,0.9854,75.5,2.32,1
27-03-2024,WH-DON-02,Day,249,237,0.9531,0.9748,108,4.37,1
27-03-2024,WH-DON-02,Night,329,322,0.9808,0.9944,72.6,2.84,1
27-03-2024,WH-DON-02,Twilight,313,309,0.988,0.9907,80.9,4.16,1
27-03-2024,WH-LEE-01,Day,267,245,0.9205,0.9719,85.5,3.34,0
27-03-2024,WH-LEE-01,Night,308,284,0.9251,0.9954,87,2.46,0
27-03-2024,WH-LEE-01,Twilight,342,332,0.9737,0.9903,81.4,2.59,1
28-03-2024,WH-DON-01,Day,474,437,0.9238,0.987,113.4,4.29,0
28-03-2024,WH-DON-01,Night,392,365,0.9329,0.9825,62.7,4.01,0
28-03-2024,WH-DON-01,Twilight,383,373,0.9752,0.9712,110.8,3.53,1
28-03-2024,WH-DON-02,Day,306,285,0.9315,0.9935,82.4,4.68,0
28-03-2024,WH-DON-02,Night,307,296,0.9646,0.9829,78,2.46,1
28-03-2024,WH-DON-02,Twilight,309,298,0.9676,0.9941,86.7,1.57,1
28-03-2024,WH-LEE-01,Day,343,327,0.9535,0.9895,107.6,2.55,1
28-03-2024,WH-LEE-01,Night,285,266,0.9354,0.974,64.6,4.76,0
28-03-2024,WH-LEE-01,Twilight,277,267,0.9645,0.9951,80.3,3.76,1
29-03-2024,WH-DON-01,Day,439,405,0.9227,0.9924,110.3,4.1,0
29-03-2024,WH-DON-01,Night,404,395,0.9782,0.9878,90.1,3.65,1
29-03-2024,WH-DON-01,Twilight,412,409,0.9948,0.9783,87.7,2.6,1
29-03-2024,WH-DON-02,Day,266,242,0.913,0.9908,94.9,1.88,0
29-03-2024,WH-DON-02,Night,306,292,0.9554,0.993,100.7,3.62,1
