date,sku_id,product_category,stock_level,reorder_point,units_sold,units_received,overstock_flag,stockout_risk,
10-02-2024,SKU-0072,Apparel,0,371,38,0,0,1,
10-02-2024,SKU-0073,Apparel,0,343,42,0,0,1,
10-02-2024,SKU-0074,Ambient Food,0,348,39,0,0,1,
10-02-2024,SKU-0075,Chilled,0,337,32,0,0,1,
10-02-2024,SKU-0076,Ambient Food,26,165,38,58,0,1,
10-02-2024,SKU-0077,Apparel,0,343,51,0,0,1,
10-02-2024,SKU-0078,Home & Garden,50,250,23,73,0,1,
10-02-2024,SKU-0079,Apparel,0,298,46,0,0,1,
10-02-2024,SKU-0080,General Merchandise,0,237,25,0,0,1,
12-02-2024,SKU-0001,General Merchandise,0,368,18,0,0,1,
12-02-2024,SKU-0002,Electronics,24,183,42,0,0,1,
12-02-2024,SKU-0003,Electronics,0,168,34,0,0,1,
12-02-2024,SKU-0004,Apparel,12,246,38,0,0,1,
12-02-2024,SKU-0005,Apparel,0,328,40,0,0,1,
12-02-2024,SKU-0006,General Merchandise,0,233,44,0,0,1,
12-02-2024,SKU-0007,Apparel,0,243,39,0,0,1,
12-02-2024,SKU-0008,Apparel,161,355,41,51,0,1,
12-02-2024,SKU-0009,Electronics,0,204,51,0,0,1,
12-02-2024,SKU-0010,Chilled,0,208,29,0,0,1,
12-02-2024,SKU-0011,General Merchandise,0,232,35,26,0,1,
12-02-2024,SKU-0012,Ambient Food,0,263,51,0,0,1,
12-02-2024,SKU-0013,Electronics,16,174,45,0,0,1,
12-02-2024,SKU-0014,Home & Garden,389,121,55,0,0,0,
12-02-2024,SKU-0015,Electronics,31,242,31,0,0,1,
12-02-2024,SKU-0016,Apparel,0,277,41,0,0,1,
12-02-2024,SKU-0017,Ambient Food,0,342,53,0,0,1,
12-02-2024,SKU-0018,Electronics,30,317,26,0,0,1,
12-02-2024,SKU-0019,Electronics,0,348,48,0,0,1,
12-02-2024,SKU-0020,Electronics,158,229,26,27,0,1,
12-02-2024,SKU-0021,General Merchandise,0,238,29,0,0,1,
12-02-2024,SKU-0022,Ambient Food,0,171,32,0,0,1,
12-02-2024,SKU-0023,Chilled,0,161,14,0,0,1,
12-02-2024,SKU-0024,Chilled,94,329,25,60,0,1,
12-02-2024,SKU-0025,Ambient Food,0,347,47,0,0,1,
12-02-2024,SKU-0026,General Merchandise,0,346,43,0,0,1,
12-02-2024,SKU-0027,Ambient Food,52,196,14,64,0,1,
12-02-2024,SKU-0028,Ambient Food,43,316,22,65,0,1,
12-02-2024,SKU-0029,Ambient Food,37,314,26,63,0,1,
12-02-2024,SKU-0030,General Merchandise,0,131,25,0,0,1,
12-02-2024,SKU-0031,Ambient Food,0,397,46,0,0,1,
12-02-2024,SKU-0032,Apparel,0,259,17,0,0,1,
12-02-2024,SKU-0033,Apparel,0,225,26,0,0,1,
12-02-2024,SKU-0034,General Merchandise,0,371,48,0,0,1,
12-02-2024,SKU-0035,Chilled,0,343,13,0,0,1,
12-02-2024,SKU-0036,Ambient Food,0,388,50,16,0,1,
12-02-2024,SKU-0037,Home & Garden,134,295,26,38,0,1,
12-02-2024,SKU-0038,Home & Garden,17,284,42,0,0,1,
12-02-2024,SKU-0039,Electronics,0,130,29,0,0,1,
12-02-2024,SKU-0040,Chilled,0,375,47,37,0,1,
12-02-2024,SKU-0041,Ambient Food,0,379,37,0,0,1,
12-02-2024,SKU-0042,Home & Garden,0,318,49,17,0,1,
12-02-2024,SKU-0043,Apparel,0,346,56,0,0,1,
12-02-2024,SKU-0044,Ambient Food,116,225,9,73,0,1,
12-02-2024,SKU-0045,Ambient Food,3,310,23,0,0,1,
12-02-2024,SKU-0046,Ambient Food,298,193,21,52,0,0,
12-02-2024,SKU-0047,General Merchandise,33,159,37,52,0,1,
12-02-2024,SKU-0048,Apparel,0,313,36,0,0,1,
12-02-2024,SKU-0049,Home & Garden,36,206,7,42,0,1,
12-02-2024,SKU-0050,General Merchandise,3,326,34,0,0,1,
12-02-2024,SKU-0051,General Merchandise,101,226,20,73,0,1,
12-02-2024,SKU-0052,Electronics,26,231,19,31,0,1,
12-02-2024,SKU-0053,Chilled,0,280,44,10,0,1,
12-02-2024,SKU-0054,Chilled,12,300,22,34,0,1,
12-02-2024,SKU-0055,Chilled,0,327,34,0,0,1,
12-02-2024,SKU-0056,Apparel,0,260,55,0,0,1,
12-02-2024,SKU-0057,Apparel,248,247,31,0,0,0,
12-02-2024,SKU-0058,Apparel,41,268,31,72,0,1,
12-02-2024,SKU-0059,General Merchandise,0,238,50,0,0,1,
12-02-2024,SKU-0060,Apparel,313,314,15,0,0,1,
12-02-2024,SKU-0061,General Merchandise,9,360,44,0,0,1,
12-02-2024,SKU-0062,Chilled,3,132,48,51,0,1,
12-02-2024,SKU-0063,Chilled,41,244,21,0,0,1,
12-02-2024,SKU-0064,Ambient Food,205,153,18,0,0,0,
12-02-2024,SKU-0065,Apparel,0,351,22,0,0,1,
12-02-2024,SKU-0066,Apparel,60,131,11,71,0,1,
12-02-2024,SKU-0067,General Merchandise,0,319,47,0,0,1,
12-02-2024,SKU-0068,Chilled,0,296,39,0,0,1,
12-02-2024,SKU-0069,Chilled,42,304,23,18,0,1,
12-02-2024,SKU-0070,Electronics,0,315,17,0,0,1,
12-02-2024,SKU-0071,Chilled,0,130,26,0,0,1,
12-02-2024,SKU-0072,Apparel,0,371,44,0,0,1,
12-02-2024,SKU-0073,Apparel,27,343,27,54,0,1,
12-02-2024,SKU-0074,Ambient Food,0,348,17,0,0,1,
12-02-2024,SKU-0075,Chilled,0,337,53,0,0,1,
12-02-2024,SKU-0076,Ambient Food,44,165,51,69,0,1,
12-02-2024,SKU-0077,Apparel,0,343,43,0,0,1,
12-02-2024,SKU-0078,Home & Garden,29,250,21,0,0,1,
12-02-2024,SKU-0079,Apparel,0,298,22,0,0,1,
12-02-2024,SKU-0080,General Merchandise,0,237,54,0,0,1,
13-02-2024,SKU-0001,General Merchandise,0,368,20,0,0,1,
13-02-2024,SKU-0002,Electronics,76,183,14,66,0,1,
13-02-2024,SKU-0003,Electronics,0,168,50,16,0,1,
13-02-2024,SKU-0004,Apparel,0,246,46,0,0,1,
13-02-2024,SKU-0005,Apparel,0,328,54,0,0,1,
13-02-2024,SKU-0006,General Merchandise,0,233,21,0,0,1,
13-02-2024,SKU-0007,Apparel,0,243,54,0,0,1,
13-02-2024,SKU-0008,Apparel,118,355,43,0,0,1,
13-02-2024,SKU-0009,Electronics,35,204,35,70,0,1,
13-02-2024,SKU-0010,Chilled,46,208,17,63,0,1,
13-02-2024,SKU-0011,General Merchandise,0,232,32,0,0,1,
13-02-2024,SKU-0012,Ambient Food,0,263,20,0,0,1,
13-02-2024,SKU-0013,Electronics,16,174,36,36,0,1,
13-02-2024,SKU-0014,Home & Garden,395,121,24,30,0,0,
13-02-2024,SKU-0015,Electronics,84,242,23,76,0,1,
13-02-2024,SKU-0016,Apparel,0,277,40,0,0,1,
13-02-2024,SKU-0017,Ambient Food,22,342,22,44,0,1,
13-02-2024,SKU-0018,Electronics,32,317,39,41,0,1,
13-02-2024,SKU-0019,Electronics,0,348,26,9,0,1,
13-02-2024,SKU-0020,Electronics,195,229,9,46,0,1,
13-02-2024,SKU-0021,General Merchandise,0,238,23,0,0,1,
13-02-2024,SKU-0022,Ambient Food,0,171,44,0,0,1,
13-02-2024,SKU-0023,Chilled,0,161,51,0,0,1,
13-02-2024,SKU-0024,Chilled,61,329,33,0,0,1,
13-02-2024,SKU-0025,Ambient Food,0,347,51,0,0,1,
13-02-2024,SKU-0026,General Merchandise,0,346,35,0,0,1,
13-02-2024,SKU-0027,Ambient Food,41,196,11,0,0,1,
13-02-2024,SKU-0028,Ambient Food,3,316,40,0,0,1,
13-02-2024,SKU-0029,Ambient Food,36,314,47,46,0,1,
13-02-2024,SKU-0030,General Merchandise,0,131,42,18,0,1,
13-02-2024,SKU-0031,Ambient Food,0,397,18,0,0,1,
13-02-2024,SKU-0032,Apparel,0,259,41,0,0,1,
13-02-2024,SKU-0033,Apparel,0,225,37,0,0,1,
13-02-2024,SKU-0034,General Merchandise,0,371,15,0,0,1,
13-02-2024,SKU-0035,Chilled,0,343,25,0,0,1,
13-02-2024,SKU-0036,Ambient Food,0,388,36,28,0,1,
13-02-2024,SKU-0037,Home & Garden,115,295,19,0,0,1,
13-02-2024,SKU-0038,Home & Garden,0,284,40,0,0,1,
13-02-2024,SKU-0039,Electronics,0,130,38,0,0,1,
13-02-2024,SKU-0040,Chilled,0,375,22,0,0,1,
13-02-2024,SKU-0041,Ambient Food,0,379,28,0,0,1,
13-02-2024,SKU-0042,Home & Garden,0,318,46,0,0,1,
13-02-2024,SKU-0043,Apparel,0,346,41,17,0,1,
13-02-2024,SKU-0044,Ambient Food,128,225,48,60,0,1,
13-02-2024,SKU-0045,Ambient Food,4,310,43,44,0,1,
13-02-2024,SKU-0046,Ambient Food,286,193,30,18,0,0,
13-02-2024,SKU-0047,General Merchandise,0,159,51,1,0,1,
13-02-2024,SKU-0048,Apparel,0,313,51,41,0,1,
13-02-2024,SKU-0049,Home & Garden,17,206,19,0,0,1,
13-02-2024,SKU-0050,General Merchandise,0,326,52,0,0,1,
13-02-2024,SKU-0051,General Merchandise,63,226,38,0,0,1,
13-02-2024,SKU-0052,Electronics,0,231,47,0,0,1,
13-02-2024,SKU-0053,Chilled,0,280,23,14,0,1,
13-02-2024,SKU-0054,Chilled,0,300,40,3,0,1,
13-02-2024,SKU-0055,Chilled,0,327,39,0,0,1,
13-02-2024,SKU-0056,Apparel,31,260,36,67,0,1,
13-02-2024,SKU-0057,Apparel,190,247,58,0,0,1,
13-02-2024,SKU-0058,Apparel,39,268,48,46,0,1,
13-02-2024,SKU-0059,General Merchandise,0,238,44,0,0,1,
13-02-2024,SKU-0060,Apparel,282,314,47,16,0,1,
13-02-2024,SKU-0061,General Merchandise,0,360,50,0,0,1,
13-02-2024,SKU-0062,Chilled,0,132,21,0,0,1,
13-02-2024,SKU-0063,Chilled,21,244,36,16,0,1,
13-02-2024,SKU-0064,Ambient Food,156,153,49,0,0,0,
13-02-2024,SKU-0065,Apparel,0,351,24,0,0,1,
13-02-2024,SKU-0066,Apparel,21,131,39,0,0,1,
13-02-2024,SKU-0067,General Merchandise,0,319,32,0,0,1,
13-02-2024,SKU-0068,Chilled,46,296,19,65,0,1,
13-02-2024,SKU-0069,Chilled,0,304,53,0,0,1,
13-02-2024,SKU-0070,Electronics,0,315,35,0,0,1,
13-02-2024,SKU-0071,Chilled,0,130,41,0,0,1,
13-02-2024,SKU-0072,Apparel,0,371,18,0,0,1,
13-02-2024,SKU-0073,Apparel,53,343,53,79,0,1,
13-02-2024,SKU-0074,Ambient Food,0,348,35,30,0,1,
13-02-2024,SKU-0075,Chilled,0,337,39,0,0,1,
13-02-2024,SKU-0076,Ambient Food,39,165,49,44,0,1,
13-02-2024,SKU-0077,Apparel,0,343,47,2,0,1,
13-02-2024,SKU-0078,Home & Garden,0,250,42,0,0,1,
13-02-2024,SKU-0079,Apparel,0,298,18,0,0,1,
13-02-2024,SKU-0080,General Merchandise,0,237,49,0,0,1,
14-02-2024,SKU-0001,General Merchandise,0,368,46,0,0,1,
14-02-2024,SKU-0002,Electronics,58,183,18,0,0,1,
14-02-2024,SKU-0003,Electronics,0,168,44,0,0,1,
14-02-2024,SKU-0004,Apparel,17,246,41,58,0,1,
14-02-2024,SKU-0005,Apparel,0,328,30,0,0,1,
14-02-2024,SKU-0006,General Merchandise,15,233,25,40,0,1,
14-02-2024,SKU-0007,Apparel,50,243,21,71,0,1,
14-02-2024,SKU-0008,Apparel,169,355,19,70,0,1,
14-02-2024,SKU-0009,Electronics,50,204,20,35,0,1,
14-02-2024,SKU-0010,Chilled,17,208,29,0,0,1,
14-02-2024,SKU-0011,General Merchandise,0,232,37,0,0,1,
14-02-2024,SKU-0012,Ambient Food,0,263,38,38,0,1,
14-02-2024,SKU-0013,Electronics,0,174,44,0,0,1,
14-02-2024,SKU-0014,Home & Garden,366,121,29,0,0,0,
14-02-2024,SKU-0015,Electronics,95,242,7,18,0,1,
14-02-2024,SKU-0016,Apparel,9,277,29,38,0,1,
14-02-2024,SKU-0017,Ambient Food,0,342,48,16,0,1,
14-02-2024,SKU-0018,Electronics,40,317,34,42,0,1,
14-02-2024,SKU-0019,Electronics,0,348,36,0,0,1,
14-02-2024,SKU-0020,Electronics,150,229,45,0,0,1,
14-02-2024,SKU-0021,General Merchandise,0,238,25,0,0,1,
14-02-2024,SKU-0022,Ambient Food,0,171,18,0,0,1,
14-02-2024,SKU-0023,Chilled,0,161,41,21,0,1,
14-02-2024,SKU-0024,Chilled,25,329,36,0,0,1,
14-02-2024,SKU-0025,Ambient Food,0,347,33,0,0,1,
14-02-2024,SKU-0026,General Merchandise,0,346,53,0,0,1,
14-02-2024,SKU-0027,Ambient Food,0,196,52,10,0,1,
14-02-2024,SKU-0028,Ambient Food,0,316,38,0,0,1,
14-02-2024,SKU-0029,Ambient Food,34,314,19,17,0,1,
14-02-2024,SKU-0030,General Merchandise,0,131,52,0,0,1,
14-02-2024,SKU-0031,Ambient Food,0,397,32,0,0,1,
14-02-2024,SKU-0032,Apparel,24,259,38,62,0,1,
14-02-2024,SKU-0033,Apparel,0,225,39,0,0,1,
14-02-2024,SKU-0034,General Merchandise,39,371,13,52,0,1,
14-02-2024,SKU-0035,Chilled,0,343,35,0,0,1,
14-02-2024,SKU-0036,Ambient Food,0,388,34,0,0,1,
14-02-2024,SKU-0037,Home & Garden,61,295,54,0,0,1,
14-02-2024,SKU-0038,Home & Garden,0,284,49,0,0,1,
14-02-2024,SKU-0039,Electronics,0,130,3,0,0,1,
14-02-2024,SKU-0040,Chilled,0,375,25,0,0,1,
14-02-2024,SKU-0041,Ambient Food,0,379,25,0,0,1,
14-02-2024,SKU-0042,Home & Garden,0,318,28,0,0,1,
14-02-2024,SKU-0043,Apparel,0,346,39,0,0,1,
14-02-2024,SKU-0044,Ambient Food,149,225,52,73,0,1,
14-02-2024,SKU-0045,Ambient Food,0,310,27,0,0,1,
14-02-2024,SKU-0046,Ambient Food,243,193,43,0,0,0,
14-02-2024,SKU-0047,General Merchandise,0,159,19,0,0,1,
14-02-2024,SKU-0048,Apparel,0,313,25,0,0,1,
14-02-2024,SKU-0049,Home & Garden,29,206,31,43,0,1,
14-02-2024,SKU-0050,General Merchandise,0,326,41,0,0,1,
14-02-2024,SKU-0051,General Merchandise,32,226,31,0,0,1,
14-02-2024,SKU-0052,Electronics,0,231,35,0,0,1,
14-02-2024,SKU-0053,Chilled,0,280,39,0,0,1,
14-02-2024,SKU-0054,Chilled,12,300,24,36,0,1,
14-02-2024,SKU-0055,Chilled,0,327,35,29,0,1,
14-02-2024,SKU-0056,Apparel,25,260,6,0,0,1,
14-02-2024,SKU-0057,Apparel,146,247,44,0,0,1,
14-02-2024,SKU-0058,Apparel,66,268,21,48,0,1,
14-02-2024,SKU-0059,General Merchandise,0,238,29,1,0,1,
14-02-2024,SKU-0060,Apparel,259,314,23,0,0,1,
14-02-2024,SKU-0061,General Merchandise,0,360,39,0,0,1,
14-02-2024,SKU-0062,Chilled,0,132,26,0,0,1,
14-02-2024,SKU-0063,Chilled,0,244,41,0,0,1,
14-02-2024,SKU-0064,Ambient Food,196,153,20,60,0,0,
14-02-2024,SKU-0065,Apparel,0,351,42,0,0,1,
14-02-2024,SKU-0066,Apparel,12,131,50,41,0,1,
14-02-2024,SKU-0067,General Merchandise,39,319,40,79,0,1,
14-02-2024,SKU-0068,Chilled,61,296,16,31,0,1,
14-02-2024,SKU-0069,Chilled,0,304,16,0,0,1,
14-02-2024,SKU-0070,Electronics,42,315,38,80,0,1,
14-02-2024,SKU-0071,Chilled,0,130,42,19,0,1,
14-02-2024,SKU-0072,Apparel,0,371,24,0,0,1,
14-02-2024,SKU-0073,Apparel,55,343,15,17,0,1,
14-02-2024,SKU-0074,Ambient Food,0,348,37,0,0,1,
14-02-2024,SKU-0075,Chilled,0,337,46,0,0,1,
14-02-2024,SKU-0076,Ambient Food,18,165,21,0,0,1,
14-02-2024,SKU-0077,Apparel,0,343,28,0,0,1,
14-02-2024,SKU-0078,Home & Garden,0,250,31,3,0,1,
14-02-2024,SKU-0079,Apparel,0,298,25,0,0,1,
14-02-2024,SKU-0080,General Merchandise,0,237,52,0,0,1,
15-02-2024,SKU-0001,General Merchandise,0,368,53,9,0,1,
15-02-2024,SKU-0002,Electronics,87,183,26,55,0,1,
15-02-2024,SKU-0003,Electronics,0,168,31,0,0,1,
15-02-2024,SKU-0004,Apparel,0,246,34,0,0,1,
15-02-2024,SKU-0005,Apparel,0,328,31,0,0,1,
15-02-2024,SKU-0006,General Merchandise,56,233,29,70,0,1,
15-02-2024,SKU-0007,Apparel,31,243,28,9,0,1,
15-02-2024,SKU-0008,Apparel,139,355,30,0,0,1,
15-02-2024,SKU-0009,Electronics,1,204,49,0,0,1,
15-02-2024,SKU-0010,Chilled,0,208,17,0,0,1,
15-02-2024,SKU-0011,General Merchandise,16,232,39,55,0,1,
15-02-2024,SKU-0012,Ambient Food,0,263,47,0,0,1,
15-02-2024,SKU-0013,Electronics,0,174,32,0,0,1,
15-02-2024,SKU-0014,Home & Garden,359,121,42,35,0,0,
15-02-2024,SKU-0015,Electronics,57,242,38,0,0,1,
15-02-2024,SKU-0016,Apparel,0,277,28,0,0,1,
15-02-2024,SKU-0017,Ambient Food,0,342,35,0,0,1,
15-02-2024,SKU-0018,Electronics,0,317,50,0,0,1,
15-02-2024,SKU-0019,Electronics,14,348,40,54,0,1,
15-02-2024,SKU-0020,Electronics,193,229,30,73,0,1,
15-02-2024,SKU-0021,General Merchandise,22,238,30,52,0,1,
15-02-2024,SKU-0022,Ambient Food,0,171,45,0,0,1,
15-02-2024,SKU-0023,Chilled,0,161,29,0,0,1,
15-02-2024,SKU-0024,Chilled,0,329,32,0,0,1,
15-02-2024,SKU-0025,Ambient Food,0,347,37,0,0,1,
15-02-2024,SKU-0026,General Merchandise,0,346,38,0,0,1,
15-02-2024,SKU-0027,Ambient Food,0,196,48,29,0,1,
15-02-2024,SKU-0028,Ambient Food,0,316,29,0,0,1,
15-02-2024,SKU-0029,Ambient Food,23,314,45,34,0,1,
15-02-2024,SKU-0030,General Merchandise,47,131,26,73,0,1,
15-02-2024,SKU-0031,Ambient Food,0,397,18,0,0,1,
15-02-2024,SKU-0032,Apparel,25,259,24,25,0,1,
15-02-2024,SKU-0033,Apparel,0,225,37,0,0,1,
15-02-2024,SKU-0034,General Merchandise,72,371,11,44,0,1,
15-02-2024,SKU-0035,Chilled,0,343,45,0,0,1,
15-02-2024,SKU-0036,Ambient Food,34,388,32,66,0,1,
15-02-2024,SKU-0037,Home & Garden,58,295,32,29,0,1,
15-02-2024,SKU-0038,Home & Garden,0,284,52,0,0,1,
15-02-2024,SKU-0039,Electronics,0,130,18,0,0,1,
15-02-2024,SKU-0040,Chilled,0,375,30,0,0,1,
15-02-2024,SKU-0041,Ambient Food,0,379,19,7,0,1,
15-02-2024,SKU-0042,Home & Garden,0,318,53,0,0,1,
15-02-2024,SKU-0043,Apparel,0,346,28,0,0,1,
15-02-2024,SKU-0044,Ambient Food,102,225,47,0,0,1,
15-02-2024,SKU-0045,Ambient Food,0,310,46,0,0,1,
15-02-2024,SKU-0046,Ambient Food,220,193,23,0,0,0,
15-02-2024,SKU-0047,General Merchandise,0,159,47,17,0,1,
15-02-2024,SKU-0048,Apparel,0,313,24,6,0,1,
15-02-2024,SKU-0049,Home & Garden,16,206,45,32,0,1,
15-02-2024,SKU-0050,General Merchandise,0,326,59,27,0,1,
15-02-2024,SKU-0051,General Merchandise,0,226,46,0,0,1,
15-02-2024,SKU-0052,Electronics,29,231,40,69,0,1,
15-02-2024,SKU-0053,Chilled,0,280,46,0,0,1,
15-02-2024,SKU-0054,Chilled,0,300,32,0,0,1,
15-02-2024,SKU-0055,Chilled,0,327,33,0,0,1,
15-02-2024,SKU-0056,Apparel,0,260,39,0,0,1,
15-02-2024,SKU-0057,Apparel,89,247,57,0,0,1,
15-02-2024,SKU-0058,Apparel,27,268,45,6,0,1,
15-02-2024,SKU-0059,General Merchandise,0,238,23,0,0,1,
15-02-2024,SKU-0060,Apparel,242,314,17,0,0,1,
15-02-2024,SKU-0061,General Merchandise,0,360,21,0,0,1,
15-02-2024,SKU-0062,Chilled,21,132,21,42,0,1,
15-02-2024,SKU-0063,Chilled,0,244,28,0,0,1,
15-02-2024,SKU-0064,Ambient Food,145,153,51,0,0,1,
15-02-2024,SKU-0065,Apparel,0,351,16,0,0,1,
15-02-2024,SKU-0066,Apparel,0,131,46,0,0,1,
15-02-2024,SKU-0067,General Merchandise,31,319,15,7,0,1,
15-02-2024,SKU-0068,Chilled,67,296,38,44,0,1,
15-02-2024,SKU-0069,Chilled,0,304,35,27,0,1,
15-02-2024,SKU-0070,Electronics,16,315,39,13,0,1,
15-02-2024,SKU-0071,Chilled,12,130,28,40,0,1,
15-02-2024,SKU-0072,Apparel,0,371,36,0,0,1,
15-02-2024,SKU-0073,Apparel,73,343,33,51,0,1,
15-02-2024,SKU-0074,Ambient Food,0,348,49,0,0,1,
15-02-2024,SKU-0075,Chilled,0,337,38,0,0,1,
15-02-2024,SKU-0076,Ambient Food,0,165,45,0,0,1,
15-02-2024,SKU-0077,Apparel,33,343,26,59,0,1,
15-02-2024,SKU-0078,Home & Garden,0,250,27,0,0,1,
15-02-2024,SKU-0079,Apparel,0,298,46,0,0,1,
15-02-2024,SKU-0080,General Merchandise,0,237,43,0,0,1,
16-02-2024,SKU-0001,General Merchandise,0,368,45,0,0,1,
16-02-2024,SKU-0002,Electronics,43,183,44,0,0,1,
16-02-2024,SKU-0003,Electronics,0,168,50,0,0,1,
16-02-2024,SKU-0004,Apparel,0,246,44,0,0,1,
16-02-2024,SKU-0005,Apparel,0,328,32,0,0,1,
16-02-2024,SKU-0006,General Merchandise,27,233,29,0,0,1,
16-02-2024,SKU-0007,Apparel,52,243,20,41,0,1,
16-02-2024,SKU-0008,Apparel,189,355,18,68,0,1,
16-02-2024,SKU-0009,Electronics,0,204,25,0,0,1,
16-02-2024,SKU-0010,Chilled,0,208,21,0,0,1,
16-02-2024,SKU-0011,General Merchandise,0,232,38,0,0,1,
16-02-2024,SKU-0012,Ambient Food,0,263,36,0,0,1,
16-02-2024,SKU-0013,Electronics,0,174,36,0,0,1,
16-02-2024,SKU-0014,Home & Garden,333,121,46,20,0,0,
16-02-2024,SKU-0015,Electronics,21,242,36,0,0,1,
16-02-2024,SKU-0016,Apparel,0,277,46,5,0,1,
16-02-2024,SKU-0017,Ambient Food,38,342,16,54,0,1,
16-02-2024,SKU-0018,Electronics,0,317,36,0,0,1,
16-02-2024,SKU-0019,Electronics,0,348,53,0,0,1,
16-02-2024,SKU-0020,Electronics,232,229,26,65,0,0,
16-02-2024,SKU-0021,General Merchandise,0,238,39,0,0,1,
16-02-2024,SKU-0022,Ambient Food,0,171,55,0,0,1,
16-02-2024,SKU-0023,Chilled,6,161,34,40,0,1,
16-02-2024,SKU-0024,Chilled,0,329,13,0,0,1,
16-02-2024,SKU-0025,Ambient Food,0,347,19,0,0,1,
16-02-2024,SKU-0026,General Merchandise,0,346,36,0,0,1,
16-02-2024,SKU-0027,Ambient Food,0,196,36,0,0,1,
16-02-2024,SKU-0028,Ambient Food,0,316,15,0,0,1,
16-02-2024,SKU-0029,Ambient Food,0,314,53,0,0,1,
16-02-2024,SKU-0030,General Merchandise,34,131,13,0,0,1,
16-02-2024,SKU-0031,Ambient Food,40,397,21,61,0,1,
16-02-2024,SKU-0032,Apparel,0,259,42,0,0,1,
16-02-2024,SKU-0033,Apparel,12,225,28,40,0,1,
16-02-2024,SKU-0034,General Merchandise,44,371,28,0,0,1,
16-02-2024,SKU-0035,Chilled,39,343,38,77,0,1,
16-02-2024,SKU-0036,Ambient Food,36,388,8,10,0,1,
16-02-2024,SKU-0037,Home & Garden,26,295,32,0,0,1,
16-02-2024,SKU-0038,Home & Garden,1,284,36,37,0,1,
16-02-2024,SKU-0039,Electronics,0,130,22,0,0,1,
16-02-2024,SKU-0040,Chilled,0,375,37,0,0,1,
16-02-2024,SKU-0041,Ambient Food,0,379,49,0,0,1,
16-02-2024,SKU-0042,Home & Garden,41,318,38,79,0,1,
16-02-2024,SKU-0043,Apparel,0,346,48,0,0,1,
16-02-2024,SKU-0044,Ambient Food,107,225,41,46,0,1,
16-02-2024,SKU-0045,Ambient Food,0,310,46,0,0,1,
16-02-2024,SKU-0046,Ambient Food,173,193,47,0,0,1,
16-02-2024,SKU-0047,General Merchandise,0,159,10,0,0,1,
16-02-2024,SKU-0048,Apparel,10,313,24,34,0,1,
16-02-2024,SKU-0049,Home & Garden,29,206,23,36,0,1,
16-02-2024,SKU-0050,General Merchandise,0,326,23,0,0,1,
16-02-2024,SKU-0051,General Merchandise,0,226,37,0,0,1,
16-02-2024,SKU-0052,Electronics,3,231,49,23,0,1,
16-02-2024,SKU-0053,Chilled,0,280,26,0,0,1,
16-02-2024,SKU-0054,Chilled,0,300,24,0,0,1,
16-02-2024,SKU-0055,Chilled,21,327,10,31,0,1,
16-02-2024,SKU-0056,Apparel,0,260,42,14,0,1,
16-02-2024,SKU-0057,Apparel,103,247,28,42,0,1,
16-02-2024,SKU-0058,Apparel,10,268,17,0,0,1,
16-02-2024,SKU-0059,General Merchandise,0,238,25,0,0,1,
16-02-2024,SKU-0060,Apparel,217,314,25,0,0,1,
16-02-2024,SKU-0061,General Merchandise,60,360,13,73,0,1,
16-02-2024,SKU-0062,Chilled,0,132,27,0,0,1,
16-02-2024,SKU-0063,Chilled,0,244,49,0,0,1,
16-02-2024,SKU-0064,Ambient Food,157,153,24,36,0,0,
16-02-2024,SKU-0065,Apparel,0,351,43,0,0,1,
16-02-2024,SKU-0066,Apparel,0,131,19,0,0,1,
16-02-2024,SKU-0067,General Merchandise,12,319,19,0,0,1,
16-02-2024,SKU-0068,Chilled,32,296,35,0,0,1,
16-02-2024,SKU-0069,Chilled,0,304,59,0,0,1,
16-02-2024,SKU-0070,Electronics,0,315,26,0,0,1,
16-02-2024,SKU-0071,Chilled,45,130,30,63,0,1,
16-02-2024,SKU-0072,Apparel,0,371,22,0,0,1,
16-02-2024,SKU-0073,Apparel,35,343,38,0,0,1,
16-02-2024,SKU-0074,Ambient Food,0,348,35,0,0,1,
16-02-2024,SKU-0075,Chilled,0,337,35,0,0,1,
16-02-2024,SKU-0076,Ambient Food,0,165,56,0,0,1,
16-02-2024,SKU-0077,Apparel,0,343,42,0,0,1,
16-02-2024,SKU-0078,Home & Garden,26,250,24,50,0,1,
16-02-2024,SKU-0079,Apparel,0,298,24,0,0,1,
16-02-2024,SKU-0080,General Merchandise,56,237,19,75,0,1,
17-02-2024,SKU-0001,General Merchandise,7,368,11,18,0,1,
17-02-2024,SKU-0002,Electronics,0,183,44,0,0,1,
17-02-2024,SKU-0003,Electronics,0,168,43,25,0,1,
17-02-2024,SKU-0004,Apparel,24,246,29,53,0,1,
17-02-2024,SKU-0005,Apparel,0,328,22,0,0,1,
17-02-2024,SKU-0006,General Merchandise,0,233,32,0,0,1,
17-02-2024,SKU-0007,Apparel,37,243,21,6,0,1,
17-02-2024,SKU-0008,Apparel,142,355,47,0,0,1,
17-02-2024,SKU-0009,Electronics,0,204,52,0,0,1,
17-02-2024,SKU-0010,Chilled,0,208,21,0,0,1,
17-02-2024,SKU-0011,General Merchandise,30,232,37,67,0,1,
17-02-2024,SKU-0012,Ambient Food,11,263,24,35,0,1,
17-02-2024,SKU-0013,Electronics,0,174,13,0,0,1,
17-02-2024,SKU-0014,Home & Garden,299,121,34,0,0,0,
17-02-2024,SKU-0015,Electronics,6,242,15,0,0,1,
